wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;2504;495;2999;0.65;0.13;0.78;6;1;5;2865;10;1;9455;3158;6271;26;t00;2022-07-20
dolnoœl¹skie;200;46;246;0.69;0.16;0.85;1;0;1;219;0;0;582;259;323;0;t02;2022-07-20
kujawsko-pomorskie;119;19;138;0.58;0.09;0.67;2;0;2;142;2;0;365;148;214;3;t04;2022-07-20
lubelskie;93;26;119;0.44;0.12;0.57;0;0;0;126;1;0;619;126;492;1;t06;2022-07-20
lubuskie;35;13;48;0.35;0.13;0.48;0;0;0;43;0;0;188;48;140;0;t08;2022-07-20
³ódzkie;152;25;177;0.62;0.10;0.72;0;0;0;177;1;0;488;186;299;3;t10;2022-07-20
ma³opolskie;229;45;274;0.67;0.13;0.80;0;0;0;278;1;0;752;286;460;6;t12;2022-07-20
mazowieckie;467;73;540;0.86;0.13;0.99;0;0;0;489;2;1;1747;559;1187;1;t14;2022-07-20
opolskie;59;8;67;0.60;0.08;0.68;1;0;1;75;0;0;244;74;170;0;t16;2022-07-20
podkarpackie;82;9;91;0.39;0.04;0.43;0;0;0;86;2;0;413;93;319;1;t18;2022-07-20
podlaskie;69;17;86;0.59;0.14;0.73;0;0;0;109;0;0;232;88;143;1;t20;2022-07-20
pomorskie;188;28;216;0.80;0.12;0.92;1;1;0;189;0;0;483;228;254;1;t22;2022-07-20
œl¹skie;323;80;403;0.72;0.18;0.89;0;0;0;429;0;0;1046;417;628;1;t24;2022-07-20
œwiêtokrzyskie;67;5;72;0.54;0.04;0.59;0;0;0;77;1;0;346;75;269;2;t26;2022-07-20
warmiñsko-mazurskie;100;23;123;0.70;0.16;0.87;0;0;0;94;0;0;493;137;355;1;t28;2022-07-20
wielkopolskie;170;39;209;0.49;0.11;0.60;1;0;1;191;0;0;611;221;388;2;t30;2022-07-20
zachodniopomorskie;109;36;145;0.64;0.21;0.86;0;0;0;131;0;0;400;157;242;1;t32;2022-07-20
