wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;15763;4.11;616;141;475;22173;30620;334797;85431;17017;67052;1362;t00;2021-04-16
dolnoœl¹skie;1524;5.26;32;17;15;1879;2743;30720;6573;1630;4855;88;t02;2021-04-16
kujawsko-pomorskie;780;3.77;55;7;48;1224;1605;15542;4348;827;3457;64;t04;2021-04-16
lubelskie;724;3.44;26;5;21;1184;1127;14609;4229;777;3370;82;t06;2021-04-16
lubuskie;325;3.22;17;13;4;554;637;8295;2020;350;1649;21;t08;2021-04-16
³ódzkie;1095;4.47;32;1;31;1618;2035;22367;6333;1192;5073;68;t10;2021-04-16
ma³opolskie;1323;3.88;70;31;39;1795;3048;29942;6327;1438;4723;166;t12;2021-04-16
mazowieckie;1999;3.68;73;6;67;2832;4465;49334;11225;2198;8796;231;t14;2021-04-16
opolskie;351;3.58;9;1;8;504;673;8210;1886;376;1490;20;t16;2021-04-16
podkarpackie;552;2.60;46;9;37;852;1120;14991;3485;661;2782;42;t18;2021-04-16
podlaskie;349;2.97;10;1;9;529;588;6267;1930;378;1532;20;t20;2021-04-16
pomorskie;881;3.75;46;2;44;1063;1501;17118;5173;922;4170;81;t22;2021-04-16
œl¹skie;2691;5.97;106;29;77;3295;5194;48721;10962;2871;7865;226;t24;2021-04-16
œwiêtokrzyskie;438;3.56;13;1;12;703;811;10113;2341;482;1776;83;t26;2021-04-16
warmiñsko-mazurskie;354;2.49;24;3;21;717;713;8287;2060;381;1663;16;t28;2021-04-16
wielkopolskie;1575;4.50;44;15;29;2353;3235;37512;7173;1664;5439;70;t30;2021-04-16
zachodniopomorskie;641;3.79;13;0;13;1045;1014;12373;3568;692;2822;54;t32;2021-04-16
