wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;450;85;535;0.12;0.02;0.14;0;0;0;9;0;0;3005;593;2401;11;t00;2023-03-12
dolnoœl¹skie;8;1;9;0.03;0.00;0.03;0;0;0;1;0;0;99;10;88;1;t02;2023-03-12
kujawsko-pomorskie;16;5;21;0.08;0.02;0.10;0;0;0;0;0;0;78;23;55;0;t04;2023-03-12
lubelskie;22;4;26;0.10;0.02;0.12;0;0;0;0;0;0;322;35;287;0;t06;2023-03-12
lubuskie;12;1;13;0.12;0.01;0.13;0;0;0;0;0;0;47;13;34;0;t08;2023-03-12
³ódzkie;22;5;27;0.09;0.02;0.11;0;0;0;1;0;0;165;28;137;0;t10;2023-03-12
ma³opolskie;47;4;51;0.14;0.01;0.15;0;0;0;0;0;0;213;55;158;0;t12;2023-03-12
mazowieckie;81;13;94;0.15;0.02;0.17;0;0;0;0;0;0;587;101;482;4;t14;2023-03-12
opolskie;15;2;17;0.15;0.02;0.17;0;0;0;0;0;0;102;17;84;1;t16;2023-03-12
podkarpackie;30;8;38;0.14;0.04;0.18;0;0;0;0;0;0;179;42;137;0;t18;2023-03-12
podlaskie;14;5;19;0.12;0.04;0.16;0;0;0;0;0;0;92;21;71;0;t20;2023-03-12
pomorskie;28;6;34;0.12;0.03;0.14;0;0;0;0;0;0;144;36;107;1;t22;2023-03-12
œl¹skie;55;11;66;0.12;0.02;0.15;0;0;0;0;0;0;338;75;263;0;t24;2023-03-12
œwiêtokrzyskie;22;3;25;0.18;0.02;0.20;0;0;0;0;0;0;110;27;82;1;t26;2023-03-12
warmiñsko-mazurskie;21;6;27;0.15;0.04;0.19;0;0;0;0;0;0;107;32;73;2;t28;2023-03-12
wielkopolskie;27;4;31;0.08;0.01;0.09;0;0;0;7;0;0;196;35;161;0;t30;2023-03-12
zachodniopomorskie;12;5;17;0.07;0.03;0.10;0;0;0;0;0;0;87;22;65;0;t32;2023-03-12
