wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;4027;946;4973;1.05;0.25;1.30;19;4;15;5547;0;0;13764;5202;8521;41;t00;2022-09-09
dolnoœl¹skie;149;32;181;0.51;0.11;0.62;1;1;0;169;0;0;553;187;366;0;t02;2022-09-09
kujawsko-pomorskie;119;40;159;0.58;0.19;0.77;2;1;1;223;0;0;484;171;312;1;t04;2022-09-09
lubelskie;220;67;287;1.05;0.32;1.36;2;0;2;298;0;0;853;302;550;1;t06;2022-09-09
lubuskie;60;21;81;0.59;0.21;0.80;1;0;1;78;0;0;233;85;148;0;t08;2022-09-09
³ódzkie;152;41;193;0.62;0.17;0.79;0;0;0;215;0;0;503;202;298;3;t10;2022-09-09
ma³opolskie;236;63;299;0.69;0.18;0.88;0;0;0;392;0;0;919;316;598;5;t12;2022-09-09
mazowieckie;448;130;578;0.83;0.24;1.06;3;1;2;540;0;0;1764;609;1151;4;t14;2022-09-09
opolskie;54;22;76;0.55;0.22;0.77;1;0;1;71;0;0;279;89;190;0;t16;2022-09-09
podkarpackie;152;41;193;0.71;0.19;0.91;2;1;1;175;0;0;592;203;385;4;t18;2022-09-09
podlaskie;91;21;112;0.77;0.18;0.95;1;0;1;156;0;0;314;124;190;0;t20;2022-09-09
pomorskie;105;28;133;0.45;0.12;0.57;0;0;0;157;0;0;465;142;322;1;t22;2022-09-09
œl¹skie;242;78;320;0.54;0.17;0.71;4;0;4;345;0;0;1102;344;751;7;t24;2022-09-09
œwiêtokrzyskie;146;19;165;1.19;0.15;1.34;1;0;1;182;0;0;470;178;292;0;t26;2022-09-09
warmiñsko-mazurskie;89;22;111;0.63;0.15;0.78;0;0;0;147;0;0;367;119;247;1;t28;2022-09-09
wielkopolskie;230;78;308;0.66;0.22;0.88;1;0;1;265;0;0;946;324;619;3;t30;2022-09-09
zachodniopomorskie;81;32;113;0.48;0.19;0.67;0;0;0;95;0;0;365;118;244;3;t32;2022-09-09
