wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;653;88;741;0.17;0.02;0.19;0;0;0;34;0;0;3744;818;2912;14;t00;2022-09-24
dolnoœl¹skie;14;1;15;0.05;0.00;0.05;0;0;0;0;0;0;92;16;75;1;t02;2022-09-24
kujawsko-pomorskie;21;6;27;0.10;0.03;0.13;0;0;0;2;0;0;76;27;48;1;t04;2022-09-24
lubelskie;40;10;50;0.19;0.05;0.24;0;0;0;0;0;0;288;58;230;0;t06;2022-09-24
lubuskie;6;2;8;0.06;0.02;0.08;0;0;0;0;0;0;40;9;30;1;t08;2022-09-24
³ódzkie;21;12;33;0.09;0.05;0.13;0;0;0;8;0;0;182;43;138;1;t10;2022-09-24
ma³opolskie;21;8;29;0.06;0.02;0.08;0;0;0;1;0;0;164;35;129;0;t12;2022-09-24
mazowieckie;48;13;61;0.09;0.02;0.11;0;0;0;4;0;0;621;66;555;0;t14;2022-09-24
opolskie;8;3;11;0.08;0.03;0.11;0;0;0;0;0;0;65;14;51;0;t16;2022-09-24
podkarpackie;18;1;19;0.08;0.00;0.09;0;0;0;0;0;0;130;20;110;0;t18;2022-09-24
podlaskie;11;1;12;0.09;0.01;0.10;0;0;0;1;0;0;51;14;36;1;t20;2022-09-24
pomorskie;11;6;17;0.05;0.03;0.07;0;0;0;0;0;0;144;21;122;1;t22;2022-09-24
œl¹skie;48;8;56;0.11;0.02;0.12;0;0;0;1;0;0;277;69;208;0;t24;2022-09-24
œwiêtokrzyskie;7;4;11;0.06;0.03;0.09;0;0;0;0;0;0;124;15;108;1;t26;2022-09-24
warmiñsko-mazurskie;9;6;15;0.06;0.04;0.11;0;0;0;0;0;0;55;17;38;0;t28;2022-09-24
wielkopolskie;16;4;20;0.05;0.01;0.06;0;0;0;2;0;0;93;24;69;0;t30;2022-09-24
zachodniopomorskie;4;2;6;0.02;0.01;0.04;0;0;0;0;0;0;89;8;80;1;t32;2022-09-24
