wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;183;0.05;0;0;0;145;271;53752;21322;220;21071;31;t00;2021-09-05
dolnoœl¹skie;8;0.03;0;0;0;9;14;4755;1171;8;1161;2;t02;2021-09-05
kujawsko-pomorskie;9;0.04;0;0;0;4;13;1460;805;13;789;3;t04;2021-09-05
lubelskie;9;0.04;0;0;0;5;15;2524;837;14;823;0;t06;2021-09-05
lubuskie;1;0.01;0;0;0;2;2;1383;405;1;402;2;t08;2021-09-05
³ódzkie;10;0.04;0;0;0;5;15;3971;1219;14;1202;3;t10;2021-09-05
ma³opolskie;15;0.04;0;0;0;1;28;3158;2119;18;2100;1;t12;2021-09-05
mazowieckie;22;0.04;0;0;0;70;50;16801;2686;24;2656;6;t14;2021-09-05
opolskie;3;0.03;0;0;0;0;5;1339;427;3;423;1;t16;2021-09-05
podkarpackie;20;0.09;0;0;0;2;13;1401;1446;28;1418;0;t18;2021-09-05
podlaskie;8;0.07;0;0;0;21;10;1347;602;9;592;1;t20;2021-09-05
pomorskie;10;0.04;0;0;0;5;20;3238;1350;10;1339;1;t22;2021-09-05
œl¹skie;19;0.04;0;0;0;3;34;4239;2490;24;2462;4;t24;2021-09-05
œwiêtokrzyskie;5;0.04;0;0;0;0;8;756;724;6;716;2;t26;2021-09-05
warmiñsko-mazurskie;3;0.02;0;0;0;3;7;830;589;3;585;1;t28;2021-09-05
wielkopolskie;13;0.04;0;0;0;12;13;4590;1278;14;1262;2;t30;2021-09-05
zachodniopomorskie;27;0.16;0;0;0;2;20;1938;979;30;949;0;t32;2021-09-05
