wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;96;0.03;13;7;6;2496;66;97465;46939;148;46708;83;t00;2021-07-12
dolnoœl¹skie;12;0.04;1;1;0;215;8;8150;3223;25;3195;3;t02;2021-07-12
kujawsko-pomorskie;2;0.01;0;0;0;93;3;2786;2038;2;2034;2;t04;2021-07-12
lubelskie;9;0.04;2;1;1;146;4;7534;2352;10;2335;7;t06;2021-07-12
lubuskie;0;0;0;0;0;69;2;2485;1162;0;1161;1;t08;2021-07-12
³ódzkie;10;0.04;1;1;0;325;8;7450;3646;28;3609;9;t10;2021-07-12
ma³opolskie;4;0.01;2;2;0;179;2;6571;3915;8;3895;12;t12;2021-07-12
mazowieckie;8;0.01;0;0;0;389;7;25670;6124;12;6101;11;t14;2021-07-12
opolskie;0;0;0;0;0;41;5;2153;1001;1;1000;0;t16;2021-07-12
podkarpackie;2;0.01;1;1;0;91;3;3125;2292;2;2287;3;t18;2021-07-12
podlaskie;5;0.04;1;1;0;37;1;1893;1102;5;1093;4;t20;2021-07-12
pomorskie;7;0.03;0;0;0;164;5;5415;2655;7;2644;4;t22;2021-07-12
œl¹skie;11;0.02;0;0;0;283;6;8550;5081;11;5065;5;t24;2021-07-12
œwiêtokrzyskie;0;0;3;0;3;46;1;1822;1449;1;1444;4;t26;2021-07-12
warmiñsko-mazurskie;3;0.02;0;0;0;67;2;1871;1618;3;1613;2;t28;2021-07-12
wielkopolskie;10;0.03;1;0;1;235;7;8612;3263;20;3230;13;t30;2021-07-12
zachodniopomorskie;8;0.05;1;0;1;114;2;3341;2075;8;2065;2;t32;2021-07-12
