wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;889;326;1215;0.23;0.08;0.32;4;0;4;987;0;0;2405;1241;1161;3;t00;2024-08-23
dolnoœl¹skie;50;11;61;0.17;0.04;0.21;0;0;0;37;0;0;101;62;39;0;t02;2024-08-23
kujawsko-pomorskie;67;25;92;0.32;0.12;0.44;1;0;1;82;0;0;163;95;68;0;t04;2024-08-23
lubelskie;85;49;134;0.40;0.23;0.64;1;0;1;132;0;0;216;134;82;0;t06;2024-08-23
lubuskie;13;6;19;0.13;0.06;0.19;0;0;0;10;0;0;23;19;4;0;t08;2024-08-23
³ódzkie;43;13;56;0.18;0.05;0.23;1;0;1;42;0;0;82;57;25;0;t10;2024-08-23
ma³opolskie;50;18;68;0.15;0.05;0.20;1;0;1;62;0;0;134;68;66;0;t12;2024-08-23
mazowieckie;200;66;266;0.37;0.12;0.49;0;0;0;187;0;0;662;269;392;1;t14;2024-08-23
opolskie;9;2;11;0.09;0.02;0.11;0;0;0;6;0;0;45;11;34;0;t16;2024-08-23
podkarpackie;63;14;77;0.30;0.07;0.36;0;0;0;72;0;0;124;79;45;0;t18;2024-08-23
podlaskie;37;22;59;0.31;0.19;0.50;0;0;0;56;0;0;102;60;42;0;t20;2024-08-23
pomorskie;36;11;47;0.15;0.05;0.20;0;0;0;45;0;0;96;47;49;0;t22;2024-08-23
œl¹skie;44;13;57;0.10;0.03;0.13;0;0;0;72;0;0;157;59;98;0;t24;2024-08-23
œwiêtokrzyskie;34;11;45;0.28;0.09;0.37;0;0;0;23;0;0;54;46;8;0;t26;2024-08-23
warmiñsko-mazurskie;45;23;68;0.32;0.16;0.48;0;0;0;49;0;0;106;69;36;1;t28;2024-08-23
wielkopolskie;69;32;101;0.20;0.09;0.29;0;0;0;60;0;0;148;103;44;1;t30;2024-08-23
zachodniopomorskie;32;10;42;0.19;0.06;0.25;0;0;0;50;0;0;124;46;78;0;t32;2024-08-23
