wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;159;25;184;0.04;0.01;0.05;0;0;0;13;14;0;4906;211;4686;9;t00;2022-05-08
dolnoœl¹skie;8;0;8;0.03;0;0.03;0;0;0;5;0;0;177;10;166;1;t02;2022-05-08
kujawsko-pomorskie;4;0;4;0.02;0;0.02;0;0;0;0;2;0;151;5;145;1;t04;2022-05-08
lubelskie;11;5;16;0.05;0.02;0.08;0;0;0;3;1;0;202;19;183;0;t06;2022-05-08
lubuskie;2;0;2;0.02;0;0.02;0;0;0;1;0;0;120;2;118;0;t08;2022-05-08
³ódzkie;7;1;8;0.03;0.00;0.03;0;0;0;1;1;0;248;14;232;2;t10;2022-05-08
ma³opolskie;22;2;24;0.06;0.01;0.07;0;0;0;0;2;0;557;28;528;1;t12;2022-05-08
mazowieckie;37;3;40;0.07;0.01;0.07;0;0;0;1;3;0;1004;43;960;1;t14;2022-05-08
opolskie;8;0;8;0.08;0;0.08;0;0;0;0;0;0;77;10;67;0;t16;2022-05-08
podkarpackie;9;4;13;0.04;0.02;0.06;0;0;0;0;1;0;336;14;321;1;t18;2022-05-08
podlaskie;0;1;1;0;0.01;0.01;0;0;0;0;0;0;110;1;109;0;t20;2022-05-08
pomorskie;6;2;8;0.03;0.01;0.03;0;0;0;0;0;0;282;8;274;0;t22;2022-05-08
œl¹skie;20;1;21;0.04;0.00;0.05;0;0;0;2;4;0;434;24;410;0;t24;2022-05-08
œwiêtokrzyskie;5;1;6;0.04;0.01;0.05;0;0;0;0;0;0;238;6;231;1;t26;2022-05-08
warmiñsko-mazurskie;6;1;7;0.04;0.01;0.05;0;0;0;0;0;0;130;9;121;0;t28;2022-05-08
wielkopolskie;6;2;8;0.02;0.01;0.02;0;0;0;0;0;0;227;8;219;0;t30;2022-05-08
zachodniopomorskie;5;2;7;0.03;0.01;0.04;0;0;0;0;0;0;142;7;135;0;t32;2022-05-08
