wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;1913;190;2103;0.50;0.05;0.55;96;28;68;3090;3068;3983;26210;2508;23512;190;t00;2022-04-01
dolnoœl¹skie;182;15;197;0.63;0.05;0.68;6;4;2;256;254;320;1946;232;1692;22;t02;2022-04-01
kujawsko-pomorskie;78;13;91;0.38;0.06;0.44;5;1;4;205;156;136;1484;114;1359;11;t04;2022-04-01
lubelskie;139;13;152;0.66;0.06;0.72;1;0;1;189;249;248;1609;181;1419;9;t06;2022-04-01
lubuskie;61;7;68;0.60;0.07;0.67;1;0;1;77;65;71;701;72;622;7;t08;2022-04-01
³ódzkie;103;9;112;0.42;0.04;0.46;12;2;10;204;175;240;1703;153;1542;8;t10;2022-04-01
ma³opolskie;149;18;167;0.44;0.05;0.49;10;7;3;247;195;317;1713;186;1516;11;t12;2022-04-01
mazowieckie;425;35;460;0.78;0.06;0.85;14;6;8;564;625;1090;4595;544;4012;39;t14;2022-04-01
opolskie;44;7;51;0.45;0.07;0.52;0;0;0;88;64;78;767;62;688;17;t16;2022-04-01
podkarpackie;74;10;84;0.35;0.05;0.40;2;0;2;76;95;85;1492;93;1396;3;t18;2022-04-01
podlaskie;36;2;38;0.31;0.02;0.32;4;0;4;92;55;96;600;51;546;3;t20;2022-04-01
pomorskie;95;15;110;0.40;0.06;0.47;8;1;7;200;181;249;1667;131;1525;11;t22;2022-04-01
œl¹skie;150;13;163;0.33;0.03;0.36;6;2;4;273;244;327;2361;203;2144;14;t24;2022-04-01
œwiêtokrzyskie;65;4;69;0.53;0.03;0.56;5;1;4;114;64;53;862;78;781;3;t26;2022-04-01
warmiñsko-mazurskie;31;5;36;0.22;0.04;0.25;1;1;0;84;100;117;1032;50;979;3;t28;2022-04-01
wielkopolskie;128;15;143;0.37;0.04;0.41;18;3;15;228;318;356;1432;171;1254;7;t30;2022-04-01
zachodniopomorskie;106;9;115;0.63;0.05;0.68;3;0;3;190;206;198;1120;130;976;14;t32;2022-04-01
