wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;2159;209;2368;0.56;0.05;0.62;1;0;1;216;10588;34333;31122;2666;28178;278;t00;2022-03-27
dolnoœl¹skie;167;12;179;0.58;0.04;0.62;0;0;0;17;832;2598;1866;202;1651;13;t02;2022-03-27
kujawsko-pomorskie;91;12;103;0.44;0.06;0.50;0;0;0;11;692;1697;1393;115;1261;17;t04;2022-03-27
lubelskie;135;11;146;0.64;0.05;0.69;0;0;0;19;866;2318;1703;173;1526;4;t06;2022-03-27
lubuskie;45;4;49;0.45;0.04;0.49;0;0;0;4;287;1053;679;54;624;1;t08;2022-03-27
³ódzkie;146;18;164;0.60;0.07;0.67;0;0;0;18;663;1904;1837;182;1647;8;t10;2022-03-27
ma³opolskie;147;15;162;0.43;0.04;0.47;0;0;0;7;628;2279;2508;178;2303;27;t12;2022-03-27
mazowieckie;453;42;495;0.83;0.08;0.91;0;0;0;30;1791;7101;5808;544;5172;92;t14;2022-03-27
opolskie;45;5;50;0.46;0.05;0.51;0;0;0;26;214;741;573;61;508;4;t16;2022-03-27
podkarpackie;49;1;50;0.23;0.00;0.24;0;0;0;2;213;899;1451;64;1381;6;t18;2022-03-27
podlaskie;19;6;25;0.16;0.05;0.21;0;0;0;2;202;801;645;29;607;9;t20;2022-03-27
pomorskie;172;19;191;0.73;0.08;0.81;0;0;0;9;797;2353;2245;224;1984;37;t22;2022-03-27
œl¹skie;203;23;226;0.45;0.05;0.50;0;0;0;18;679;2716;3406;254;3132;20;t24;2022-03-27
œwiêtokrzyskie;50;3;53;0.41;0.02;0.43;0;0;0;1;285;797;958;69;879;10;t26;2022-03-27
warmiñsko-mazurskie;55;5;60;0.39;0.04;0.42;1;0;1;5;407;1074;758;65;690;3;t28;2022-03-27
wielkopolskie;222;22;244;0.63;0.06;0.70;0;0;0;10;1168;3559;2787;268;2504;15;t30;2022-03-27
zachodniopomorskie;135;11;146;0.80;0.06;0.86;0;0;0;37;821;2008;1288;155;1122;11;t32;2022-03-27
