wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;9349;1088;10437;2.44;0.28;2.72;124;34;90;13233;12566;62516;73690;11423;61541;726;t00;2022-03-22
dolnoœl¹skie;782;82;864;2.70;0.28;2.98;12;6;6;989;980;4934;5283;964;4261;58;t02;2022-03-22
kujawsko-pomorskie;532;70;602;2.57;0.34;2.91;14;4;10;923;892;3698;4063;640;3385;38;t04;2022-03-22
lubelskie;689;107;796;3.28;0.51;3.78;6;1;5;943;935;3825;4790;845;3916;29;t06;2022-03-22
lubuskie;332;48;380;3.29;0.48;3.76;10;1;9;395;495;2228;2219;414;1776;29;t08;2022-03-22
³ódzkie;528;59;587;2.16;0.24;2.40;12;8;4;847;722;3315;4630;648;3941;41;t10;2022-03-22
ma³opolskie;583;58;641;1.71;0.17;1.88;9;3;6;840;769;4187;4876;695;4129;52;t12;2022-03-22
mazowieckie;1485;161;1646;2.74;0.30;3.03;13;2;11;2061;2121;11922;12178;1811;10225;142;t14;2022-03-22
opolskie;146;19;165;1.49;0.19;1.68;1;0;1;233;220;1378;1598;189;1391;18;t16;2022-03-22
podkarpackie;167;19;186;0.79;0.09;0.87;5;1;4;290;201;1578;3162;219;2940;3;t18;2022-03-22
podlaskie;207;23;230;1.76;0.20;1.95;0;0;0;378;249;1395;1735;259;1457;19;t20;2022-03-22
pomorskie;682;93;775;2.91;0.40;3.30;5;0;5;961;856;4067;4572;832;3666;74;t22;2022-03-22
œl¹skie;746;85;831;1.65;0.19;1.84;13;6;7;1136;691;5117;7547;900;6584;63;t24;2022-03-22
œwiêtokrzyskie;223;16;239;1.81;0.13;1.94;7;1;6;445;372;1579;1991;261;1714;16;t26;2022-03-22
warmiñsko-mazurskie;290;35;325;2.04;0.25;2.29;1;0;1;473;540;1920;2379;348;2026;5;t28;2022-03-22
wielkopolskie;1170;130;1300;3.34;0.37;3.71;9;1;8;1400;1487;6829;6697;1378;5259;60;t30;2022-03-22
zachodniopomorskie;714;81;795;4.22;0.48;4.70;7;0;7;895;1004;3932;4323;932;3323;68;t32;2022-03-22
