wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;90;7;97;0.02;0.00;0.03;0;0;0;23;4;0;2231;107;2122;2;t00;2022-06-25
dolnoœl¹skie;5;0;5;0.02;0;0.02;0;0;0;0;1;0;82;5;77;0;t02;2022-06-25
kujawsko-pomorskie;2;2;4;0.01;0.01;0.02;0;0;0;1;0;0;24;5;19;0;t04;2022-06-25
lubelskie;5;0;5;0.02;0;0.02;0;0;0;0;0;0;131;6;125;0;t06;2022-06-25
lubuskie;1;0;1;0.01;0;0.01;0;0;0;0;0;0;47;1;46;0;t08;2022-06-25
³ódzkie;9;0;9;0.04;0;0.04;0;0;0;7;0;0;140;9;131;0;t10;2022-06-25
ma³opolskie;7;1;8;0.02;0.00;0.02;0;0;0;1;0;0;170;9;161;0;t12;2022-06-25
mazowieckie;29;1;30;0.05;0.00;0.06;0;0;0;7;1;0;578;33;543;2;t14;2022-06-25
opolskie;2;0;2;0.02;0;0.02;0;0;0;0;0;0;29;3;26;0;t16;2022-06-25
podkarpackie;3;0;3;0.01;0;0.01;0;0;0;0;0;0;114;4;110;0;t18;2022-06-25
podlaskie;2;0;2;0.02;0;0.02;0;0;0;0;0;0;39;3;36;0;t20;2022-06-25
pomorskie;4;0;4;0.02;0;0.02;0;0;0;1;0;0;103;4;99;0;t22;2022-06-25
œl¹skie;8;1;9;0.02;0.00;0.02;0;0;0;3;2;0;189;9;180;0;t24;2022-06-25
œwiêtokrzyskie;2;1;3;0.02;0.01;0.02;0;0;0;0;0;0;98;3;95;0;t26;2022-06-25
warmiñsko-mazurskie;0;0;0;0;0;0;0;0;0;0;0;0;63;0;63;0;t28;2022-06-25
wielkopolskie;3;1;4;0.01;0.00;0.01;0;0;0;3;0;0;151;5;146;0;t30;2022-06-25
zachodniopomorskie;1;0;1;0.01;0;0.01;0;0;0;0;0;0;55;1;54;0;t32;2022-06-25
