wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;128;42;170;0.03;0.01;0.04;2;1;1;871;0;0;2299;174;2124;1;t00;2024-12-12
dolnoœl¹skie;3;2;5;0.01;0.01;0.02;0;0;0;31;0;0;67;5;62;0;t02;2024-12-12
kujawsko-pomorskie;11;4;15;0.05;0.02;0.07;0;0;0;51;0;0;130;15;115;0;t04;2024-12-12
lubelskie;14;3;17;0.07;0.01;0.08;0;0;0;47;0;0;80;18;62;0;t06;2024-12-12
lubuskie;0;0;0;0;0;0;0;0;0;5;0;0;24;0;24;0;t08;2024-12-12
³ódzkie;1;1;2;0.00;0.00;0.01;0;0;0;38;0;0;112;2;110;0;t10;2024-12-12
ma³opolskie;11;1;12;0.03;0.00;0.04;1;0;1;155;0;0;272;12;260;0;t12;2024-12-12
mazowieckie;20;9;29;0.04;0.02;0.05;0;0;0;112;0;0;529;29;499;1;t14;2024-12-12
opolskie;1;0;1;0.01;0;0.01;0;0;0;9;0;0;58;1;57;0;t16;2024-12-12
podkarpackie;12;5;17;0.06;0.02;0.08;0;0;0;166;0;0;337;18;319;0;t18;2024-12-12
podlaskie;11;5;16;0.09;0.04;0.14;0;0;0;76;0;0;90;16;74;0;t20;2024-12-12
pomorskie;5;1;6;0.02;0.00;0.03;0;0;0;38;0;0;85;6;79;0;t22;2024-12-12
œl¹skie;10;3;13;0.02;0.01;0.03;0;0;0;65;0;0;182;13;169;0;t24;2024-12-12
œwiêtokrzyskie;2;1;3;0.02;0.01;0.02;0;0;0;6;0;0;15;3;12;0;t26;2024-12-12
warmiñsko-mazurskie;6;1;7;0.04;0.01;0.05;0;0;0;15;0;0;27;7;20;0;t28;2024-12-12
wielkopolskie;14;1;15;0.04;0.00;0.04;0;0;0;29;0;0;81;15;66;0;t30;2024-12-12
zachodniopomorskie;3;5;8;0.02;0.03;0.05;1;1;0;28;0;0;84;8;76;0;t32;2024-12-12
