wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;76;0.02;17;3;14;1684;94;98171;40731;181;40487;63;t00;2021-07-08
dolnoœl¹skie;8;0.03;4;2;2;143;6;8607;2699;49;2642;8;t02;2021-07-08
kujawsko-pomorskie;10;0.05;2;1;1;68;11;2939;1702;12;1689;1;t04;2021-07-08
lubelskie;3;0.01;1;0;1;68;7;6355;1840;7;1829;4;t06;2021-07-08
lubuskie;1;0.01;2;0;2;37;2;2435;918;9;907;2;t08;2021-07-08
³ódzkie;7;0.03;1;0;1;300;7;7641;2920;25;2886;9;t10;2021-07-08
ma³opolskie;4;0.01;0;0;0;118;7;6680;3146;5;3134;7;t12;2021-07-08
mazowieckie;11;0.02;0;0;0;282;13;26343;5732;16;5705;11;t14;2021-07-08
opolskie;2;0.02;1;0;1;24;1;2313;888;4;884;0;t16;2021-07-08
podkarpackie;2;0.01;0;0;0;73;2;3190;2044;3;2040;1;t18;2021-07-08
podlaskie;2;0.02;0;0;0;37;7;1929;905;3;902;0;t20;2021-07-08
pomorskie;4;0.02;3;0;3;97;3;5812;2245;10;2231;4;t22;2021-07-08
œl¹skie;8;0.02;1;0;1;143;6;8401;4770;12;4754;4;t24;2021-07-08
œwiêtokrzyskie;0;0;1;0;1;30;0;1770;1238;2;1235;1;t26;2021-07-08
warmiñsko-mazurskie;0;0;0;0;0;40;6;1845;1163;2;1159;2;t28;2021-07-08
wielkopolskie;8;0.02;1;0;1;132;13;8528;2779;11;2765;3;t30;2021-07-08
zachodniopomorskie;4;0.02;0;0;0;89;2;3335;1797;9;1786;2;t32;2021-07-08
