wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;15829;4.13;263;47;216;23843;11232;234601;59118;16994;41104;1020;t00;2021-03-04
dolnoœl¹skie;1093;3.77;16;9;7;1584;544;13498;3828;1197;2569;62;t02;2021-03-04
kujawsko-pomorskie;983;4.75;15;2;13;1570;689;13249;3613;1062;2493;58;t04;2021-03-04
lubelskie;450;2.14;16;1;15;774;419;8804;2371;487;1853;31;t06;2021-03-04
lubuskie;585;5.79;13;10;3;844;321;7235;1821;617;1184;20;t08;2021-03-04
³ódzkie;700;2.86;16;1;15;1260;551;12330;3421;747;2629;45;t10;2021-03-04
ma³opolskie;1015;2.97;13;6;7;1568;684;15045;3957;1069;2832;56;t12;2021-03-04
mazowieckie;2910;5.36;41;10;31;4549;1950;48471;9618;3143;6198;277;t14;2021-03-04
opolskie;227;2.31;4;0;4;316;125;3328;1184;241;939;4;t16;2021-03-04
podkarpackie;1008;4.74;22;1;21;1092;660;13531;3011;1067;1913;31;t18;2021-03-04
podlaskie;405;3.44;11;0;11;680;430;6290;1394;433;932;29;t20;2021-03-04
pomorskie;1318;5.62;10;0;10;1961;999;22368;4256;1441;2694;121;t22;2021-03-04
œl¹skie;1873;4.15;30;3;27;2689;1396;22066;6335;1970;4265;100;t24;2021-03-04
œwiêtokrzyskie;318;2.59;11;1;10;435;198;4203;1679;355;1265;59;t26;2021-03-04
warmiñsko-mazurskie;1083;7.62;10;0;10;1597;872;15876;2795;1126;1628;41;t28;2021-03-04
wielkopolskie;1138;3.25;26;3;23;2087;938;19737;4504;1273;3203;28;t30;2021-03-04
zachodniopomorskie;467;2.76;9;0;9;816;374;8529;2067;491;1539;37;t32;2021-03-04
