wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;421;0.11;0;0;0;185;758;78620;21347;495;20812;40;t00;2021-09-26
dolnoœl¹skie;17;0.06;0;0;0;2;53;5742;1229;17;1208;4;t02;2021-09-26
kujawsko-pomorskie;13;0.06;0;0;0;10;15;2205;823;27;789;7;t04;2021-09-26
lubelskie;59;0.28;0;0;0;23;102;6322;1077;68;1004;5;t06;2021-09-26
lubuskie;3;0.03;0;0;0;5;9;2172;504;4;498;2;t08;2021-09-26
³ódzkie;20;0.08;0;0;0;5;55;6780;1322;22;1298;2;t10;2021-09-26
ma³opolskie;27;0.08;0;0;0;5;57;4023;2235;32;2199;4;t12;2021-09-26
mazowieckie;82;0.15;0;0;0;68;137;24715;3162;91;3070;1;t14;2021-09-26
opolskie;4;0.04;0;0;0;8;18;1794;392;5;387;0;t16;2021-09-26
podkarpackie;34;0.16;0;0;0;5;45;2209;1411;42;1369;0;t18;2021-09-26
podlaskie;20;0.17;0;0;0;3;37;2268;463;22;440;1;t20;2021-09-26
pomorskie;22;0.09;0;0;0;9;38;4012;1454;26;1425;3;t22;2021-09-26
œl¹skie;20;0.04;0;0;0;3;45;4736;2250;24;2223;3;t24;2021-09-26
œwiêtokrzyskie;9;0.07;0;0;0;0;15;1214;676;9;667;0;t26;2021-09-26
warmiñsko-mazurskie;11;0.08;0;0;0;4;24;1448;584;12;569;3;t28;2021-09-26
wielkopolskie;23;0.07;0;0;0;4;44;5675;1238;27;1210;1;t30;2021-09-26
zachodniopomorskie;42;0.25;0;0;0;31;61;3282;913;50;860;3;t32;2021-09-26
