wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;3098;0.81;319;84;235;13462;4745;117931;62647;3635;58500;512;t00;2021-05-10
dolnoœl¹skie;268;0.92;22;12;10;1104;461;10468;4429;337;4060;32;t02;2021-05-10
kujawsko-pomorskie;208;1.01;28;1;27;819;275;5108;3479;223;3231;25;t04;2021-05-10
lubelskie;226;1.07;11;0;11;794;160;6211;3674;255;3379;40;t06;2021-05-10
lubuskie;60;0.59;6;5;1;349;108;3042;1726;66;1648;12;t08;2021-05-10
³ódzkie;296;1.21;32;4;28;975;268;8726;4914;348;4533;33;t10;2021-05-10
ma³opolskie;200;0.59;44;31;13;909;493;9194;4612;225;4343;44;t12;2021-05-10
mazowieckie;389;0.72;19;4;15;1654;630;20995;9515;494;8930;91;t14;2021-05-10
opolskie;85;0.87;11;1;10;399;217;3506;1678;96;1574;8;t16;2021-05-10
podkarpackie;70;0.33;17;1;16;391;94;3489;3244;85;3145;14;t18;2021-05-10
podlaskie;43;0.37;2;1;1;344;84;2363;1315;50;1261;4;t20;2021-05-10
pomorskie;122;0.52;19;2;17;802;261;7118;3207;146;3025;36;t22;2021-05-10
œl¹skie;426;0.94;66;14;52;1739;769;13659;6858;517;6267;74;t24;2021-05-10
œwiêtokrzyskie;80;0.65;14;1;13;322;119;2718;1685;87;1584;14;t26;2021-05-10
warmiñsko-mazurskie;114;0.80;5;1;4;501;82;2959;2256;130;2106;20;t28;2021-05-10
wielkopolskie;304;0.87;15;6;9;1560;491;12680;4596;337;4232;27;t30;2021-05-10
zachodniopomorskie;174;1.03;8;0;8;788;221;5682;2737;197;2509;31;t32;2021-05-10
