wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;319;0.08;26;7;19;600;1292;60961;33285;416;32732;137;t00;2021-06-03
dolnoœl¹skie;23;0.08;2;1;1;37;127;4595;2335;32;2295;8;t02;2021-06-03
kujawsko-pomorskie;15;0.07;3;0;3;18;53;1865;1339;16;1316;7;t04;2021-06-03
lubelskie;12;0.06;0;0;0;13;79;2534;1167;17;1148;2;t06;2021-06-03
lubuskie;4;0.04;0;0;0;5;26;1493;810;4;804;2;t08;2021-06-03
³ódzkie;24;0.10;2;1;1;75;108;4651;2134;35;2092;7;t10;2021-06-03
ma³opolskie;20;0.06;0;0;0;41;98;3560;3065;30;3020;15;t12;2021-06-03
mazowieckie;57;0.11;2;2;0;99;163;18552;6790;84;6688;18;t14;2021-06-03
opolskie;18;0.18;1;0;1;7;44;1522;657;21;635;1;t16;2021-06-03
podkarpackie;8;0.04;0;0;0;132;25;1645;1252;10;1241;1;t18;2021-06-03
podlaskie;12;0.10;3;0;3;3;35;1052;799;12;779;8;t20;2021-06-03
pomorskie;15;0.06;0;0;0;16;65;3569;2458;17;2422;19;t22;2021-06-03
œl¹skie;30;0.07;4;0;4;59;161;4914;3557;42;3498;17;t24;2021-06-03
œwiêtokrzyskie;13;0.11;1;0;1;11;34;1036;988;15;962;11;t26;2021-06-03
warmiñsko-mazurskie;8;0.06;0;0;0;1;33;1172;709;10;696;3;t28;2021-06-03
wielkopolskie;38;0.11;5;3;2;24;159;6149;2576;47;2521;8;t30;2021-06-03
zachodniopomorskie;19;0.11;3;0;3;58;78;2640;1347;21;1317;9;t32;2021-06-03
