wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;415;0.11;38;8;30;4327;1072;62982;49998;604;49246;148;t00;2021-06-04
dolnoœl¹skie;39;0.13;0;0;0;287;91;4690;3218;47;3156;15;t02;2021-06-04
kujawsko-pomorskie;27;0.13;1;0;1;183;56;1856;2403;29;2370;4;t04;2021-06-04
lubelskie;33;0.16;5;0;5;223;88;2559;2379;40;2334;5;t06;2021-06-04
lubuskie;6;0.06;4;4;0;94;25;1406;1046;7;1038;1;t08;2021-06-04
³ódzkie;44;0.18;2;0;2;395;97;4954;3624;54;3561;9;t10;2021-06-04
ma³opolskie;27;0.08;1;0;1;323;69;3596;4176;45;4114;17;t12;2021-06-04
mazowieckie;49;0.09;4;2;2;606;140;19451;7176;140;7014;22;t14;2021-06-04
opolskie;14;0.14;1;0;1;76;38;1635;1153;19;1127;7;t16;2021-06-04
podkarpackie;19;0.09;4;0;4;357;22;1829;2513;22;2488;3;t18;2021-06-04
podlaskie;6;0.05;1;0;1;76;22;1065;1108;9;1094;5;t20;2021-06-04
pomorskie;17;0.07;2;0;2;255;56;3683;3320;19;3286;15;t22;2021-06-04
œl¹skie;31;0.07;9;2;7;509;136;4873;4956;43;4902;11;t24;2021-06-04
œwiêtokrzyskie;6;0.05;1;0;1;100;25;1086;1313;10;1294;9;t26;2021-06-04
warmiñsko-mazurskie;17;0.12;1;0;1;149;28;1220;1494;20;1471;3;t28;2021-06-04
wielkopolskie;54;0.15;1;0;1;395;108;6300;3765;67;3689;9;t30;2021-06-04
zachodniopomorskie;18;0.11;1;0;1;293;70;2761;2146;25;2114;7;t32;2021-06-04
