wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;107;12;119;0.03;0.00;0.03;0;0;0;5;0;0;2502;136;2353;13;t00;2022-12-24
dolnoœl¹skie;11;0;11;0.04;0;0.04;0;0;0;1;0;0;119;12;107;0;t02;2022-12-24
kujawsko-pomorskie;5;1;6;0.02;0.00;0.03;0;0;0;0;0;0;83;6;75;2;t04;2022-12-24
lubelskie;1;4;5;0.00;0.02;0.02;0;0;0;0;0;0;189;5;184;0;t06;2022-12-24
lubuskie;2;0;2;0.02;0;0.02;0;0;0;0;0;0;54;3;51;0;t08;2022-12-24
³ódzkie;8;0;8;0.03;0;0.03;0;0;0;0;0;0;137;8;128;1;t10;2022-12-24
ma³opolskie;7;0;7;0.02;0;0.02;0;0;0;0;0;0;189;7;181;1;t12;2022-12-24
mazowieckie;19;0;19;0.04;0;0.04;0;0;0;0;0;0;546;25;520;1;t14;2022-12-24
opolskie;5;0;5;0.05;0;0.05;0;0;0;0;0;0;72;7;65;0;t16;2022-12-24
podkarpackie;5;1;6;0.02;0.00;0.03;0;0;0;0;0;0;130;7;123;0;t18;2022-12-24
podlaskie;5;0;5;0.04;0;0.04;0;0;0;0;0;0;78;5;73;0;t20;2022-12-24
pomorskie;6;0;6;0.03;0;0.03;0;0;0;0;0;0;111;7;103;1;t22;2022-12-24
œl¹skie;13;2;15;0.03;0.00;0.03;0;0;0;0;0;0;217;16;198;3;t24;2022-12-24
œwiêtokrzyskie;0;0;0;0;0;0;0;0;0;0;0;0;92;0;92;0;t26;2022-12-24
warmiñsko-mazurskie;1;1;2;0.01;0.01;0.01;0;0;0;3;0;0;65;2;63;0;t28;2022-12-24
wielkopolskie;11;0;11;0.03;0;0.03;0;0;0;1;0;0;119;11;108;0;t30;2022-12-24
zachodniopomorskie;4;1;5;0.02;0.01;0.03;0;0;0;0;0;0;81;6;73;2;t32;2022-12-24
