wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;123;0.03;26;9;17;2412;148;72255;53830;200;53488;142;t00;2021-06-28
dolnoœl¹skie;20;0.07;2;2;0;204;12;5999;4049;24;4007;18;t02;2021-06-28
kujawsko-pomorskie;6;0.03;0;0;0;143;10;2029;2427;8;2413;6;t04;2021-06-28
lubelskie;6;0.03;1;0;1;134;10;3318;2862;11;2842;9;t06;2021-06-28
lubuskie;0;0;1;0;1;52;2;1667;1365;1;1363;1;t08;2021-06-28
³ódzkie;13;0.05;2;0;2;274;14;5982;4127;26;4092;9;t10;2021-06-28
ma³opolskie;8;0.02;6;5;1;182;9;4842;4111;16;4090;5;t12;2021-06-28
mazowieckie;9;0.02;1;0;1;343;11;21296;6866;19;6828;19;t14;2021-06-28
opolskie;2;0.02;0;0;0;42;5;1618;1193;3;1185;5;t16;2021-06-28
podkarpackie;0;0;1;0;1;108;3;2300;2625;3;2619;3;t18;2021-06-28
podlaskie;4;0.03;0;0;0;61;7;1214;1312;7;1302;3;t20;2021-06-28
pomorskie;5;0.02;5;0;5;177;12;4224;3242;7;3225;10;t22;2021-06-28
œl¹skie;18;0.04;3;1;2;269;19;5939;5907;21;5861;25;t24;2021-06-28
œwiêtokrzyskie;7;0.06;3;0;3;38;2;2515;1706;8;1694;4;t26;2021-06-28
warmiñsko-mazurskie;4;0.03;1;1;0;74;2;1314;2136;6;2128;2;t28;2021-06-28
wielkopolskie;12;0.03;0;0;0;187;17;5724;3589;28;3548;13;t30;2021-06-28
zachodniopomorskie;7;0.04;0;0;0;115;10;2248;2172;9;2158;5;t32;2021-06-28
