wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;93;11;104;0.02;0.00;0.03;2;2;0;0;0;0;1795;112;1677;6;t00;2023-04-15
dolnoœl¹skie;4;1;5;0.01;0.00;0.02;0;0;0;0;0;0;40;6;34;0;t02;2023-04-15
kujawsko-pomorskie;0;0;0;0;0;0;0;0;0;0;0;0;44;0;44;0;t04;2023-04-15
lubelskie;4;2;6;0.02;0.01;0.03;0;0;0;0;0;0;141;6;135;0;t06;2023-04-15
lubuskie;3;0;3;0.03;0;0.03;0;0;0;0;0;0;23;3;20;0;t08;2023-04-15
³ódzkie;5;1;6;0.02;0.00;0.02;0;0;0;0;0;0;61;6;55;0;t10;2023-04-15
ma³opolskie;5;1;6;0.01;0.00;0.02;0;0;0;0;0;0;89;6;83;0;t12;2023-04-15
mazowieckie;15;1;16;0.03;0.00;0.03;2;2;0;0;0;0;459;18;441;0;t14;2023-04-15
opolskie;1;0;1;0.01;0;0.01;0;0;0;0;0;0;84;1;83;0;t16;2023-04-15
podkarpackie;7;0;7;0.03;0;0.03;0;0;0;0;0;0;109;7;102;0;t18;2023-04-15
podlaskie;5;0;5;0.04;0;0.04;0;0;0;0;0;0;29;5;24;0;t20;2023-04-15
pomorskie;5;1;6;0.02;0.00;0.03;0;0;0;0;0;0;69;7;61;1;t22;2023-04-15
œl¹skie;11;1;12;0.02;0.00;0.03;0;0;0;0;0;0;164;12;149;3;t24;2023-04-15
œwiêtokrzyskie;6;0;6;0.05;0;0.05;0;0;0;0;0;0;49;7;42;0;t26;2023-04-15
warmiñsko-mazurskie;0;1;1;0;0.01;0.01;0;0;0;0;0;0;35;1;33;1;t28;2023-04-15
wielkopolskie;9;1;10;0.03;0.00;0.03;0;0;0;0;0;0;101;11;90;0;t30;2023-04-15
zachodniopomorskie;7;0;7;0.04;0;0.04;0;0;0;0;0;0;76;7;68;1;t32;2023-04-15
