wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;37609;4486;42095;9.81;1.17;10.98;262;79;183;33882;50942;547642;143520;44471;95855;3194;t00;2022-02-09
dolnoœl¹skie;2891;375;3266;9.97;1.29;11.27;25;13;12;2200;3973;33870;10287;3520;6444;323;t02;2022-02-09
kujawsko-pomorskie;3294;422;3716;15.92;2.04;17.96;9;1;8;3114;2590;42597;10232;3850;6145;237;t04;2022-02-09
lubelskie;1805;251;2056;8.58;1.19;9.77;13;3;10;1993;3291;28857;8356;2165;6150;41;t06;2022-02-09
lubuskie;1372;140;1512;13.58;1.39;14.97;9;2;7;1262;1011;19872;4355;1562;2624;169;t08;2022-02-09
³ódzkie;2477;273;2750;10.12;1.11;11.23;11;9;2;2090;3727;34784;9666;2980;6545;141;t10;2022-02-09
ma³opolskie;2204;220;2424;6.46;0.64;7.10;27;10;17;2104;3685;39896;9042;2575;6251;216;t12;2022-02-09
mazowieckie;5021;580;5601;9.25;1.07;10.32;29;6;23;3824;8072;69430;21170;5952;14660;558;t14;2022-02-09
opolskie;832;106;938;8.48;1.08;9.56;13;2;11;761;1065;12338;3101;1007;2040;54;t16;2022-02-09
podkarpackie;1062;118;1180;5.00;0.56;5.55;9;2;7;944;1835;22124;5582;1273;4270;39;t18;2022-02-09
podlaskie;802;101;903;6.82;0.86;7.67;10;0;10;893;1333;11390;3301;948;2316;37;t20;2022-02-09
pomorskie;2698;306;3004;11.50;1.30;12.80;9;1;8;2426;3351;38588;10207;3161;6699;347;t22;2022-02-09
œl¹skie;3676;424;4100;8.15;0.94;9.09;41;15;26;3488;7004;61954;14493;4327;9877;289;t24;2022-02-09
œwiêtokrzyskie;1148;103;1251;9.33;0.84;10.17;21;6;15;1127;1225;17154;4066;1315;2653;98;t26;2022-02-09
warmiñsko-mazurskie;1364;244;1608;9.60;1.72;11.32;4;1;3;1429;2370;15450;5518;1700;3737;81;t28;2022-02-09
wielkopolskie;4886;550;5436;13.96;1.57;15.53;15;7;8;4199;4308;78984;15261;5631;9225;405;t30;2022-02-09
zachodniopomorskie;1904;271;2175;11.24;1.60;12.85;17;1;16;1971;1984;20219;7068;2309;4614;145;t32;2022-02-09
