wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;2771;0.72;49;21;28;7546;2039;120973;39863;3030;36656;177;t00;2021-10-14
dolnoœl¹skie;96;0.33;3;3;0;434;73;6220;2647;109;2533;5;t02;2021-10-14
kujawsko-pomorskie;97;0.47;1;1;0;357;60;3832;1749;103;1639;7;t04;2021-10-14
lubelskie;608;2.89;11;3;8;1244;396;17098;3329;644;2669;16;t06;2021-10-14
lubuskie;35;0.35;0;0;0;164;32;2378;913;38;872;3;t08;2021-10-14
³ódzkie;170;0.69;5;3;2;442;117;8376;2625;187;2427;11;t10;2021-10-14
ma³opolskie;138;0.40;3;2;1;447;110;5291;2667;144;2510;13;t12;2021-10-14
mazowieckie;502;0.92;5;4;1;1168;336;28703;5767;561;5168;38;t14;2021-10-14
opolskie;38;0.39;1;0;1;123;16;2123;863;42;820;1;t16;2021-10-14
podkarpackie;132;0.62;8;0;8;305;110;4323;2554;162;2386;6;t18;2021-10-14
podlaskie;321;2.73;4;1;3;550;279;9397;1847;342;1492;13;t20;2021-10-14
pomorskie;98;0.42;0;0;0;435;89;7216;2133;103;2015;15;t22;2021-10-14
œl¹skie;133;0.30;1;0;1;566;105;6338;3988;153;3827;8;t24;2021-10-14
œwiêtokrzyskie;36;0.29;1;0;1;99;39;1567;1025;41;980;4;t26;2021-10-14
warmiñsko-mazurskie;103;0.73;0;0;0;240;74;3884;1497;109;1375;13;t28;2021-10-14
wielkopolskie;103;0.29;4;3;1;489;66;7972;2410;108;2291;11;t30;2021-10-14
zachodniopomorskie;139;0.82;2;1;1;474;129;6228;2106;162;1935;9;t32;2021-10-14
