wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;616;82;698;0.16;0.02;0.18;0;0;0;52;7;0;3069;764;2285;20;t00;2022-08-06
dolnoœl¹skie;42;4;46;0.14;0.01;0.16;0;0;0;2;1;0;165;49;116;0;t02;2022-08-06
kujawsko-pomorskie;31;1;32;0.15;0.00;0.15;0;0;0;2;3;0;80;33;47;0;t04;2022-08-06
lubelskie;25;9;34;0.12;0.04;0.16;0;0;0;2;1;0;159;39;120;0;t06;2022-08-06
lubuskie;5;1;6;0.05;0.01;0.06;0;0;0;2;0;0;41;6;35;0;t08;2022-08-06
³ódzkie;43;7;50;0.18;0.03;0.20;0;0;0;8;1;0;203;52;147;4;t10;2022-08-06
ma³opolskie;54;7;61;0.16;0.02;0.18;0;0;0;0;0;0;290;70;219;1;t12;2022-08-06
mazowieckie;91;14;105;0.17;0.03;0.19;0;0;0;5;0;0;412;118;291;3;t14;2022-08-06
opolskie;20;1;21;0.20;0.01;0.21;0;0;0;0;0;0;91;23;68;0;t16;2022-08-06
podkarpackie;29;6;35;0.14;0.03;0.16;0;0;0;0;0;0;160;35;125;0;t18;2022-08-06
podlaskie;30;4;34;0.25;0.03;0.29;0;0;0;18;0;0;100;36;64;0;t20;2022-08-06
pomorskie;28;3;31;0.12;0.01;0.13;0;0;0;1;1;0;171;34;133;4;t22;2022-08-06
œl¹skie;69;9;78;0.15;0.02;0.17;0;0;0;3;0;0;334;84;248;2;t24;2022-08-06
œwiêtokrzyskie;28;3;31;0.23;0.02;0.25;0;0;0;3;0;0;199;36;163;0;t26;2022-08-06
warmiñsko-mazurskie;13;1;14;0.09;0.01;0.10;0;0;0;0;0;0;57;14;43;0;t28;2022-08-06
wielkopolskie;42;9;51;0.12;0.03;0.15;0;0;0;4;0;0;216;61;153;2;t30;2022-08-06
zachodniopomorskie;28;3;31;0.17;0.02;0.18;0;0;0;2;0;0;134;34;99;1;t32;2022-08-06
