wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;12142;3.17;286;34;252;17947;5680;176394;57453;13018;43477;958;t00;2021-02-24
dolnoœl¹skie;854;2.95;14;7;7;1105;268;9575;4220;910;3260;50;t02;2021-02-24
kujawsko-pomorskie;859;4.15;6;0;6;1227;417;10920;3594;948;2564;82;t04;2021-02-24
lubelskie;432;2.05;19;2;17;731;252;7823;2548;463;2043;42;t06;2021-02-24
lubuskie;441;4.37;4;3;1;616;234;5712;1738;484;1230;24;t08;2021-02-24
³ódzkie;511;2.09;31;3;28;908;350;8752;3477;570;2845;62;t10;2021-02-24
ma³opolskie;752;2.20;4;3;1;1046;284;9699;3905;794;3071;40;t12;2021-02-24
mazowieckie;1984;3.66;45;3;42;3409;878;35996;9691;2182;7252;257;t14;2021-02-24
opolskie;212;2.16;6;0;6;264;65;2623;1222;227;985;10;t16;2021-02-24
podkarpackie;779;3.66;18;3;15;883;275;9658;2836;822;1991;23;t18;2021-02-24
podlaskie;403;3.43;18;0;18;566;233;5410;1404;431;954;19;t20;2021-02-24
pomorskie;1112;4.74;23;3;20;1558;390;17536;3836;1157;2585;94;t22;2021-02-24
œl¹skie;1173;2.60;25;1;24;1748;475;13970;5437;1246;4139;52;t24;2021-02-24
œwiêtokrzyskie;319;2.59;11;0;11;348;135;2724;1844;343;1435;66;t26;2021-02-24
warmiñsko-mazurskie;810;5.70;22;0;22;1295;661;13487;2284;835;1411;38;t28;2021-02-24
wielkopolskie;862;2.46;18;6;12;1514;415;14573;4222;900;3280;42;t30;2021-02-24
zachodniopomorskie;461;2.72;22;0;22;717;278;7909;2384;509;1836;39;t32;2021-02-24
