wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;2283;606;2889;0.60;0.16;0.75;42;10;32;4630;0;0;12332;3088;9208;36;t00;2022-10-05
dolnoœl¹skie;148;42;190;0.51;0.14;0.66;2;1;1;258;0;0;648;200;447;1;t02;2022-10-05
kujawsko-pomorskie;103;39;142;0.50;0.19;0.69;0;0;0;240;0;0;572;144;424;4;t04;2022-10-05
lubelskie;180;55;235;0.86;0.26;1.12;3;0;3;353;0;0;1001;244;756;1;t06;2022-10-05
lubuskie;75;21;96;0.74;0.21;0.95;0;0;0;132;0;0;325;101;223;1;t08;2022-10-05
³ódzkie;178;54;232;0.73;0.22;0.95;2;1;1;374;0;0;732;245;484;3;t10;2022-10-05
ma³opolskie;192;47;239;0.56;0.14;0.70;2;1;1;403;0;0;875;244;628;3;t12;2022-10-05
mazowieckie;327;99;426;0.60;0.18;0.78;12;5;7;678;0;0;1904;453;1446;5;t14;2022-10-05
opolskie;67;13;80;0.68;0.13;0.82;8;0;8;109;0;0;337;90;246;1;t16;2022-10-05
podkarpackie;84;16;100;0.40;0.08;0.47;1;0;1;165;0;0;510;105;404;1;t18;2022-10-05
podlaskie;84;14;98;0.71;0.12;0.83;1;0;1;211;0;0;441;118;321;2;t20;2022-10-05
pomorskie;103;22;125;0.44;0.09;0.53;2;0;2;231;0;0;545;129;413;3;t22;2022-10-05
œl¹skie;294;74;368;0.65;0.16;0.82;2;0;2;622;0;0;1363;385;975;3;t24;2022-10-05
œwiêtokrzyskie;71;13;84;0.58;0.11;0.68;0;0;0;151;0;0;371;99;271;1;t26;2022-10-05
warmiñsko-mazurskie;86;21;107;0.61;0.15;0.75;2;2;0;197;0;0;905;120;785;0;t28;2022-10-05
wielkopolskie;156;47;203;0.45;0.13;0.58;2;0;2;315;0;0;904;215;688;1;t30;2022-10-05
zachodniopomorskie;100;25;125;0.59;0.15;0.74;3;0;3;190;0;0;411;131;277;3;t32;2022-10-05
