wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;17460;4.55;537;151;386;54015;22950;595398;93798;19246;73547;1005;t00;2021-12-13
dolnoœl¹skie;1324;4.57;49;35;14;4231;2566;49961;6763;1506;5210;47;t02;2021-12-13
kujawsko-pomorskie;1212;5.86;35;6;29;3476;1206;31718;5705;1307;4338;60;t04;2021-12-13
lubelskie;739;3.51;32;6;26;2399;544;17620;4973;806;4106;61;t06;2021-12-13
lubuskie;462;4.57;5;3;2;1675;748;20639;2365;496;1840;29;t08;2021-12-13
³ódzkie;1233;5.04;36;4;32;3154;1120;34329;6956;1403;5469;84;t10;2021-12-13
ma³opolskie;1584;4.64;51;18;33;4384;1871;50627;7272;1713;5464;95;t12;2021-12-13
mazowieckie;2479;4.57;63;17;46;6457;3556;90576;13616;2741;10719;156;t14;2021-12-13
opolskie;458;4.67;15;0;15;1555;996;20381;2228;503;1708;17;t16;2021-12-13
podkarpackie;692;3.26;15;2;13;2138;762;21664;4587;765;3811;11;t18;2021-12-13
podlaskie;275;2.34;18;0;18;1211;343;9005;2212;304;1897;11;t20;2021-12-13
pomorskie;1176;5.01;25;1;24;3319;1372;40945;5712;1298;4369;45;t22;2021-12-13
œl¹skie;1991;4.42;101;37;64;7596;3340;71919;10405;2236;8028;141;t24;2021-12-13
œwiêtokrzyskie;424;3.45;21;1;20;1430;448;13889;2487;468;2001;18;t26;2021-12-13
warmiñsko-mazurskie;588;4.14;26;11;15;2294;735;23490;3521;631;2866;24;t28;2021-12-13
wielkopolskie;1663;4.75;33;10;23;5666;2133;69202;7559;1769;5671;119;t30;2021-12-13
zachodniopomorskie;1009;5.96;12;0;12;2951;1132;29317;4736;1128;3538;70;t32;2021-12-13
