wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;21703;5.66;245;74;171;1408;28642;394193;91870;22865;67331;1674;t00;2021-04-10
dolnoœl¹skie;1822;6.29;3;1;2;69;2986;35438;6243;1901;4261;81;t02;2021-04-10
kujawsko-pomorskie;1113;5.38;7;2;5;111;1366;17738;4031;1155;2810;66;t04;2021-04-10
lubelskie;661;3.14;8;0;8;95;1030;14945;3556;696;2822;38;t06;2021-04-10
lubuskie;514;5.09;11;3;8;16;673;10029;2283;554;1701;28;t08;2021-04-10
³ódzkie;1676;6.84;16;1;15;240;1488;25328;6253;1802;4389;62;t10;2021-04-10
ma³opolskie;1870;5.48;9;5;4;131;2472;34394;7710;1962;5534;214;t12;2021-04-10
mazowieckie;3144;5.79;47;11;36;147;4288;62850;12324;3330;8726;268;t14;2021-04-10
opolskie;632;6.44;11;2;9;16;636;8850;2840;648;2165;27;t16;2021-04-10
podkarpackie;749;3.52;12;4;8;198;1390;18970;3749;798;2888;63;t18;2021-04-10
podlaskie;349;2.97;10;1;9;19;390;6887;1683;368;1300;15;t20;2021-04-10
pomorskie;1244;5.30;8;1;7;37;1467;21661;5893;1319;4446;128;t22;2021-04-10
œl¹skie;3496;7.75;26;8;18;94;4320;58074;11128;3688;7114;326;t24;2021-04-10
œwiêtokrzyskie;475;3.86;9;2;7;24;812;11329;2135;512;1530;93;t26;2021-04-10
warmiñsko-mazurskie;409;2.88;8;5;3;14;721;9669;2311;425;1853;33;t28;2021-04-10
wielkopolskie;2567;7.33;54;28;26;159;3415;44069;8680;2646;5926;108;t30;2021-04-10
zachodniopomorskie;701;4.14;6;0;6;36;1050;13635;3490;760;2646;84;t32;2021-04-10
