wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;181;0.05;4;2;2;1604;187;72394;45508;208;45260;40;t00;2021-08-06
dolnoœl¹skie;9;0.03;0;0;0;121;13;6811;2847;10;2837;0;t02;2021-08-06
kujawsko-pomorskie;7;0.03;0;0;0;70;14;2201;1939;7;1927;5;t04;2021-08-06
lubelskie;14;0.07;1;1;0;111;13;3481;2039;14;2025;0;t06;2021-08-06
lubuskie;5;0.05;0;0;0;42;5;1774;1080;5;1075;0;t08;2021-08-06
³ódzkie;6;0.02;0;0;0;76;9;5545;2809;8;2797;4;t10;2021-08-06
ma³opolskie;26;0.08;0;0;0;129;28;4657;3710;29;3676;5;t12;2021-08-06
mazowieckie;23;0.04;0;0;0;314;17;21045;5109;25;5079;5;t14;2021-08-06
opolskie;8;0.08;0;0;0;49;6;1870;1252;8;1244;0;t16;2021-08-06
podkarpackie;9;0.04;0;0;0;104;12;2394;2529;9;2519;1;t18;2021-08-06
podlaskie;11;0.09;0;0;0;42;7;1572;1176;13;1163;0;t20;2021-08-06
pomorskie;7;0.03;0;0;0;114;11;4132;2765;9;2755;1;t22;2021-08-06
œl¹skie;19;0.04;1;1;0;188;18;5750;5195;24;5162;9;t24;2021-08-06
œwiêtokrzyskie;3;0.02;1;0;1;31;4;1261;1278;5;1272;1;t26;2021-08-06
warmiñsko-mazurskie;4;0.03;0;0;0;39;7;1321;1556;6;1548;2;t28;2021-08-06
wielkopolskie;20;0.06;1;0;1;131;16;6187;2782;25;2755;2;t30;2021-08-06
zachodniopomorskie;3;0.02;0;0;0;41;5;2369;1944;4;1939;1;t32;2021-08-06
