wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;118;25;143;0.03;0.01;0.04;0;0;0;0;0;0;862;157;705;0;t00;2023-12-26
dolnoœl¹skie;1;0;1;0.00;0;0.00;0;0;0;0;0;0;4;1;3;0;t02;2023-12-26
kujawsko-pomorskie;8;0;8;0.04;0;0.04;0;0;0;0;0;0;14;8;6;0;t04;2023-12-26
lubelskie;5;1;6;0.02;0.00;0.03;0;0;0;0;0;0;19;6;13;0;t06;2023-12-26
lubuskie;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;0;t08;2023-12-26
³ódzkie;6;2;8;0.02;0.01;0.03;0;0;0;0;0;0;14;9;5;0;t10;2023-12-26
ma³opolskie;12;4;16;0.04;0.01;0.05;0;0;0;0;0;0;47;19;28;0;t12;2023-12-26
mazowieckie;26;7;33;0.05;0.01;0.06;0;0;0;0;0;0;407;35;372;0;t14;2023-12-26
opolskie;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;t16;2023-12-26
podkarpackie;11;1;12;0.05;0.00;0.06;0;0;0;0;0;0;14;12;2;0;t18;2023-12-26
podlaskie;4;2;6;0.03;0.02;0.05;0;0;0;0;0;0;44;6;38;0;t20;2023-12-26
pomorskie;11;4;15;0.05;0.02;0.06;0;0;0;0;0;0;117;18;99;0;t22;2023-12-26
œl¹skie;12;2;14;0.03;0.00;0.03;0;0;0;0;0;0;46;14;32;0;t24;2023-12-26
œwiêtokrzyskie;5;0;5;0.04;0;0.04;0;0;0;0;0;0;8;5;3;0;t26;2023-12-26
warmiñsko-mazurskie;2;0;2;0.01;0;0.01;0;0;0;0;0;0;8;3;5;0;t28;2023-12-26
wielkopolskie;5;0;5;0.01;0;0.01;0;0;0;0;0;0;19;5;14;0;t30;2023-12-26
zachodniopomorskie;1;0;1;0.01;0;0.01;0;0;0;0;0;0;7;1;6;0;t32;2023-12-26
