wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;124;60;184;0.03;0.02;0.05;1;1;0;920;0;0;2816;192;2619;5;t00;2024-02-22
dolnoœl¹skie;5;6;11;0.02;0.02;0.04;0;0;0;50;0;0;149;12;137;0;t02;2024-02-22
kujawsko-pomorskie;7;0;7;0.03;0;0.03;0;0;0;37;0;0;176;7;166;3;t04;2024-02-22
lubelskie;8;7;15;0.04;0.03;0.07;0;0;0;79;0;0;150;16;134;0;t06;2024-02-22
lubuskie;4;2;6;0.04;0.02;0.06;0;0;0;22;0;0;57;6;51;0;t08;2024-02-22
³ódzkie;3;3;6;0.01;0.01;0.02;0;0;0;68;0;0;150;6;144;0;t10;2024-02-22
ma³opolskie;1;3;4;0.00;0.01;0.01;0;0;0;51;0;0;146;4;142;0;t12;2024-02-22
mazowieckie;35;6;41;0.06;0.01;0.08;1;1;0;145;0;0;607;42;565;0;t14;2024-02-22
opolskie;0;0;0;0;0;0;0;0;0;4;0;0;48;0;48;0;t16;2024-02-22
podkarpackie;11;2;13;0.05;0.01;0.06;0;0;0;68;0;0;117;14;103;0;t18;2024-02-22
podlaskie;6;2;8;0.05;0.02;0.07;0;0;0;72;0;0;178;8;170;0;t20;2024-02-22
pomorskie;4;5;9;0.02;0.02;0.04;0;0;0;65;0;0;204;9;194;1;t22;2024-02-22
œl¹skie;15;15;30;0.03;0.03;0.07;0;0;0;109;0;0;237;31;206;0;t24;2024-02-22
œwiêtokrzyskie;6;1;7;0.05;0.01;0.06;0;0;0;24;0;0;45;7;38;0;t26;2024-02-22
warmiñsko-mazurskie;6;3;9;0.04;0.02;0.06;0;0;0;55;0;0;230;10;220;0;t28;2024-02-22
wielkopolskie;6;4;10;0.02;0.01;0.03;0;0;0;24;0;0;83;11;72;0;t30;2024-02-22
zachodniopomorskie;6;1;7;0.04;0.01;0.04;0;0;0;46;0;0;156;7;149;0;t32;2024-02-22
