wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;153;0.04;2;1;1;1648;131;79794;42822;196;42561;65;t00;2021-07-30
dolnoœl¹skie;13;0.04;0;0;0;144;9;7253;2586;16;2565;5;t02;2021-07-30
kujawsko-pomorskie;7;0.03;0;0;0;65;2;2470;1890;8;1877;5;t04;2021-07-30
lubelskie;9;0.04;0;0;0;76;12;3637;1943;13;1927;3;t06;2021-07-30
lubuskie;2;0.02;0;0;0;55;1;1892;989;3;986;0;t08;2021-07-30
³ódzkie;13;0.05;0;0;0;236;6;6800;2817;13;2802;2;t10;2021-07-30
ma³opolskie;22;0.06;0;0;0;143;23;5096;3805;24;3772;9;t12;2021-07-30
mazowieckie;18;0.03;0;0;0;264;17;23132;5877;21;5841;15;t14;2021-07-30
opolskie;3;0.03;0;0;0;29;2;1903;922;3;918;1;t16;2021-07-30
podkarpackie;7;0.03;0;0;0;119;4;2927;2157;9;2146;2;t18;2021-07-30
podlaskie;5;0.04;0;0;0;33;3;2252;1065;8;1055;2;t20;2021-07-30
pomorskie;3;0.01;0;0;0;118;10;4152;2328;4;2322;2;t22;2021-07-30
œl¹skie;19;0.04;0;0;0;153;12;6025;4711;30;4677;4;t24;2021-07-30
œwiêtokrzyskie;4;0.03;0;0;0;34;5;1545;1385;6;1378;1;t26;2021-07-30
warmiñsko-mazurskie;8;0.06;1;0;1;29;5;1413;1379;10;1369;0;t28;2021-07-30
wielkopolskie;4;0.01;1;1;0;83;12;6610;2548;8;2534;6;t30;2021-07-30
zachodniopomorskie;8;0.05;0;0;0;66;8;2668;1718;10;1704;4;t32;2021-07-30
