wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;16965;4.42;48;11;37;857;25695;423889;54792;18327;35031;1434;t00;2021-03-28
dolnoœl¹skie;1887;6.51;0;0;0;62;2102;33665;4558;1961;2504;93;t02;2021-03-28
kujawsko-pomorskie;642;3.10;9;1;8;136;1460;21410;2765;934;1774;57;t04;2021-03-28
lubelskie;373;1.77;1;0;1;51;695;14613;1878;415;1434;29;t06;2021-03-28
lubuskie;589;5.83;8;4;4;15;734;11424;2180;631;1520;29;t08;2021-03-28
³ódzkie;929;3.79;0;0;0;41;1400;24090;3045;982;2011;52;t10;2021-03-28
ma³opolskie;1525;4.47;5;4;1;39;2093;35675;4350;1615;2606;129;t12;2021-03-28
mazowieckie;2834;5.22;1;0;1;145;4313;72415;9553;3078;6115;360;t14;2021-03-28
opolskie;448;4.57;2;0;2;15;438;8032;1421;467;942;12;t16;2021-03-28
podkarpackie;614;2.89;3;0;3;28;1431;22795;2032;674;1324;34;t18;2021-03-28
podlaskie;181;1.54;1;0;1;0;458;7244;816;204;596;16;t20;2021-03-28
pomorskie;1007;4.29;3;1;2;53;1610;28488;3526;1066;2344;116;t22;2021-03-28
œl¹skie;2694;5.98;3;0;3;118;3786;57515;6600;2827;3637;136;t24;2021-03-28
œwiêtokrzyskie;585;4.76;0;0;0;10;604;10605;2240;711;1381;148;t26;2021-03-28
warmiñsko-mazurskie;249;1.75;0;0;0;10;900;14607;871;260;600;11;t28;2021-03-28
wielkopolskie;1534;4.38;11;1;10;93;2641;46073;4575;1574;2867;134;t30;2021-03-28
zachodniopomorskie;643;3.80;1;0;1;41;854;15171;2256;686;1518;52;t32;2021-03-28
