wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;5592;1.46;46;14;32;12319;2158;157147;49649;6055;43338;256;t00;2021-10-20
dolnoœl¹skie;269;0.93;2;1;1;640;92;8145;3114;309;2786;19;t02;2021-10-20
kujawsko-pomorskie;217;1.05;0;0;0;567;54;4741;2247;229;1999;19;t04;2021-10-20
lubelskie;1221;5.81;10;3;7;2096;493;23888;4961;1297;3630;34;t06;2021-10-20
lubuskie;85;0.84;4;4;0;200;30;3497;1195;96;1092;7;t08;2021-10-20
³ódzkie;214;0.87;2;0;2;692;102;9427;3044;244;2789;11;t10;2021-10-20
ma³opolskie;195;0.57;2;0;2;660;95;7050;2624;213;2398;13;t12;2021-10-20
mazowieckie;1048;1.93;3;1;2;2017;334;35802;8097;1133;6913;51;t14;2021-10-20
opolskie;89;0.91;1;0;1;239;23;2804;1035;91;931;13;t16;2021-10-20
podkarpackie;314;1.48;6;0;6;527;74;5909;2881;342;2531;8;t18;2021-10-20
podlaskie;522;4.44;6;1;5;973;240;14428;2114;554;1552;8;t20;2021-10-20
pomorskie;279;1.19;0;0;0;646;137;8888;3215;292;2907;16;t22;2021-10-20
œl¹skie;288;0.64;1;1;0;832;98;7638;4693;311;4370;12;t24;2021-10-20
œwiêtokrzyskie;96;0.78;3;0;3;170;32;2065;1294;109;1180;5;t26;2021-10-20
warmiñsko-mazurskie;180;1.27;1;0;1;468;111;5429;1942;205;1734;3;t28;2021-10-20
wielkopolskie;244;0.70;2;2;0;810;72;9455;3008;262;2729;17;t30;2021-10-20
zachodniopomorskie;287;1.69;3;1;2;763;158;7947;2312;323;1975;14;t32;2021-10-20
