wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;20027;5.22;566;148;418;34008;28060;638240;101839;21683;78778;1378;t00;2021-12-16
dolnoœl¹skie;1846;6.37;21;12;9;2666;2396;51299;7645;2005;5546;94;t02;2021-12-16
kujawsko-pomorskie;1164;5.63;29;6;23;2136;1423;33550;5661;1251;4328;82;t04;2021-12-16
lubelskie;584;2.78;43;9;34;1556;858;19617;5207;657;4511;39;t06;2021-12-16
lubuskie;649;6.42;15;6;9;1102;721;22150;2734;709;1987;38;t08;2021-12-16
³ódzkie;1071;4.37;41;7;34;2098;1590;36551;6311;1218;5031;62;t10;2021-12-16
ma³opolskie;1904;5.58;31;12;19;2849;2460;56053;8642;2038;6462;142;t12;2021-12-16
mazowieckie;2621;4.83;89;29;60;4254;4056;94487;14721;2861;11632;228;t14;2021-12-16
opolskie;675;6.88;19;5;14;985;841;22009;2539;734;1757;48;t16;2021-12-16
podkarpackie;702;3.30;48;6;42;1112;981;23217;4281;752;3521;8;t18;2021-12-16
podlaskie;226;1.92;14;1;13;670;547;9503;2115;250;1853;12;t20;2021-12-16
pomorskie;1301;5.54;28;4;24;2162;1725;44424;6375;1376;4902;97;t22;2021-12-16
œl¹skie;2972;6.59;88;29;59;4790;4095;76609;12512;3176;9125;211;t24;2021-12-16
œwiêtokrzyskie;427;3.47;28;6;22;882;687;14391;2468;467;1964;37;t26;2021-12-16
warmiñsko-mazurskie;653;4.60;17;8;9;1319;1134;26404;3668;710;2923;35;t28;2021-12-16
wielkopolskie;1935;5.53;35;8;27;3416;3191;75895;8657;2069;6434;154;t30;2021-12-16
zachodniopomorskie;1164;6.87;20;0;20;1970;1220;31973;5171;1257;3835;79;t32;2021-12-16
