wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;7038;1.84;94;21;73;414;6215;156100;37407;7534;29220;653;t00;2021-02-20
dolnoœl¹skie;420;1.45;5;4;1;11;353;7757;1950;436;1487;27;t02;2021-02-20
kujawsko-pomorskie;459;2.22;2;0;2;56;509;9913;2118;527;1546;45;t04;2021-02-20
lubelskie;290;1.38;9;1;8;26;289;6615;1628;313;1293;22;t06;2021-02-20
lubuskie;294;2.91;4;2;2;9;230;5160;1097;312;774;11;t08;2021-02-20
³ódzkie;264;1.08;10;8;2;14;258;8191;2013;294;1684;35;t10;2021-02-20
ma³opolskie;380;1.11;3;1;2;16;266;7724;2669;405;2236;28;t12;2021-02-20
mazowieckie;1339;2.47;16;3;13;63;1081;31345;6118;1416;4493;209;t14;2021-02-20
opolskie;137;1.40;1;0;1;1;110;2527;966;144;818;4;t16;2021-02-20
podkarpackie;278;1.31;4;0;4;52;328;7866;1374;293;1065;16;t18;2021-02-20
podlaskie;215;1.83;7;0;7;4;230;4857;816;234;566;16;t20;2021-02-20
pomorskie;727;3.10;7;0;7;39;589;16078;3393;765;2574;54;t22;2021-02-20
œl¹skie;662;1.47;4;1;3;30;532;11607;2942;692;2215;35;t24;2021-02-20
œwiêtokrzyskie;131;1.07;3;0;3;1;126;2279;961;147;773;41;t26;2021-02-20
warmiñsko-mazurskie;364;2.56;0;0;0;18;504;12908;1178;379;770;29;t28;2021-02-20
wielkopolskie;673;1.92;11;1;10;66;523;13244;3426;738;2653;35;t30;2021-02-20
zachodniopomorskie;230;1.36;8;0;8;8;243;8011;1542;249;1271;22;t32;2021-02-20
