wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;148;0.04;0;0;0;329;159;63672;36352;172;36140;40;t00;2021-08-14
dolnoœl¹skie;2;0.01;0;0;0;19;12;6235;1880;2;1875;3;t02;2021-08-14
kujawsko-pomorskie;6;0.03;0;0;0;4;4;1863;1375;7;1367;1;t04;2021-08-14
lubelskie;7;0.03;0;0;0;4;14;2788;1366;9;1356;1;t06;2021-08-14
lubuskie;4;0.04;0;0;0;4;7;1622;656;5;650;1;t08;2021-08-14
³ódzkie;7;0.03;0;0;0;9;10;4959;2049;8;2037;4;t10;2021-08-14
ma³opolskie;22;0.06;0;0;0;61;20;3912;3587;24;3560;3;t12;2021-08-14
mazowieckie;21;0.04;0;0;0;84;29;18780;4103;26;4073;4;t14;2021-08-14
opolskie;9;0.09;0;0;0;1;4;1669;1225;10;1214;1;t16;2021-08-14
podkarpackie;8;0.04;0;0;0;59;8;1888;2378;9;2369;0;t18;2021-08-14
podlaskie;5;0.04;0;0;0;2;9;1273;908;5;903;0;t20;2021-08-14
pomorskie;6;0.03;0;0;0;11;7;3604;2131;6;2120;5;t22;2021-08-14
œl¹skie;10;0.02;0;0;0;7;13;5300;4155;14;4136;5;t24;2021-08-14
œwiêtokrzyskie;6;0.05;0;0;0;1;4;980;1038;7;1031;0;t26;2021-08-14
warmiñsko-mazurskie;7;0.05;0;0;0;2;3;1204;909;8;899;2;t28;2021-08-14
wielkopolskie;9;0.03;0;0;0;58;3;5474;2132;9;2115;8;t30;2021-08-14
zachodniopomorskie;4;0.02;0;0;0;2;11;2103;1435;4;1430;1;t32;2021-08-14
