wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;21130;5.51;682;175;507;25283;9683;352951;91158;22457;66894;1807;t00;2021-04-14
dolnoœl¹skie;2277;7.86;46;23;23;2180;921;32075;7878;2424;5326;128;t02;2021-04-14
kujawsko-pomorskie;1085;5.24;33;2;31;1471;478;16412;4185;1124;2947;114;t04;2021-04-14
lubelskie;892;4.24;21;4;17;1277;308;14875;4063;940;3034;89;t06;2021-04-14
lubuskie;505;5.00;18;12;6;594;230;8811;2568;533;2008;27;t08;2021-04-14
³ódzkie;1300;5.31;63;10;53;1875;659;23316;5925;1426;4416;83;t10;2021-04-14
ma³opolskie;1747;5.12;36;22;14;2023;874;31440;6729;1848;4677;204;t12;2021-04-14
mazowieckie;2555;4.71;93;21;72;3076;1473;52913;12715;2804;9670;241;t14;2021-04-14
opolskie;638;6.51;15;0;15;572;247;8256;2161;669;1455;37;t16;2021-04-14
podkarpackie;923;4.34;59;7;52;900;394;16314;4019;993;2960;66;t18;2021-04-14
podlaskie;374;3.18;17;1;16;544;129;6613;1762;396;1344;22;t20;2021-04-14
pomorskie;1008;4.30;22;1;21;1312;649;18516;5517;1072;4337;108;t22;2021-04-14
œl¹skie;3142;6.97;93;16;77;3863;1566;51861;11173;3303;7602;268;t24;2021-04-14
œwiêtokrzyskie;659;5.36;50;12;38;730;266;10446;2748;691;1906;151;t26;2021-04-14
warmiñsko-mazurskie;520;3.66;12;3;9;829;190;9029;2550;543;1981;26;t28;2021-04-14
wielkopolskie;2495;7.13;80;41;39;2819;889;39213;8562;2586;5875;101;t30;2021-04-14
zachodniopomorskie;824;4.87;24;0;24;1199;351;12724;3767;901;2760;106;t32;2021-04-14
