wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;3890;1.01;17;3;14;243;6014;147208;24924;4363;20181;380;t00;2021-02-21
dolnoœl¹skie;254;0.88;1;0;1;10;314;7129;1421;270;1127;24;t02;2021-02-21
kujawsko-pomorskie;217;1.05;1;1;0;50;470;9415;1370;257;1088;25;t04;2021-02-21
lubelskie;101;0.48;3;0;3;15;256;6301;946;113;824;9;t06;2021-02-21
lubuskie;204;2.02;0;0;0;1;250;4862;853;228;618;7;t08;2021-02-21
³ódzkie;138;0.56;0;0;0;13;325;7598;1343;160;1169;14;t10;2021-02-21
ma³opolskie;234;0.69;0;0;0;8;342;7461;1833;258;1538;37;t12;2021-02-21
mazowieckie;699;1.29;2;1;1;48;963;29621;3843;759;2982;102;t14;2021-02-21
opolskie;52;0.53;0;0;0;4;89;2336;724;58;661;5;t16;2021-02-21
podkarpackie;363;1.71;0;0;0;7;226;7570;1828;440;1376;12;t18;2021-02-21
podlaskie;79;0.67;4;0;4;2;276;4681;490;92;391;7;t20;2021-02-21
pomorskie;545;2.32;1;0;1;16;493;15234;2170;579;1544;47;t22;2021-02-21
œl¹skie;306;0.68;0;0;0;18;497;11081;2238;332;1885;21;t24;2021-02-21
œwiêtokrzyskie;85;0.69;0;0;0;6;108;1999;855;140;697;18;t26;2021-02-21
warmiñsko-mazurskie;158;1.11;1;0;1;11;474;12051;646;174;468;4;t28;2021-02-21
wielkopolskie;217;0.62;3;1;2;31;550;12298;1475;230;1225;20;t30;2021-02-21
zachodniopomorskie;111;0.66;1;0;1;3;336;7561;995;132;855;8;t32;2021-02-21
