wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;27458;7.16;562;165;397;42440;20498;662036;111604;29552;80513;1539;t00;2021-12-08
dolnoœl¹skie;2578;8.89;28;13;15;3364;1488;54701;8665;2781;5778;106;t02;2021-12-08
kujawsko-pomorskie;1530;7.39;39;10;29;2585;1226;34895;5883;1619;4191;73;t04;2021-12-08
lubelskie;762;3.62;34;5;29;1785;1129;22506;5252;833;4374;45;t06;2021-12-08
lubuskie;964;9.54;12;5;7;1330;430;22112;3255;1028;2162;65;t08;2021-12-08
³ódzkie;1628;6.65;33;7;26;2574;1225;38141;7477;1905;5465;107;t10;2021-12-08
ma³opolskie;2426;7.11;80;32;48;3710;1513;55541;9388;2534;6721;133;t12;2021-12-08
mazowieckie;3969;7.31;80;31;49;5159;3646;100456;17632;4331;12954;347;t14;2021-12-08
opolskie;1004;10.24;23;7;16;1308;426;21369;3065;1076;1954;35;t16;2021-12-08
podkarpackie;950;4.47;33;3;30;1511;896;24658;4828;1050;3766;12;t18;2021-12-08
podlaskie;400;3.40;29;3;26;929;520;13078;2143;439;1680;24;t20;2021-12-08
pomorskie;1677;7.15;24;4;20;2571;1175;45034;6795;1775;4964;56;t22;2021-12-08
œl¹skie;3709;8.23;46;14;32;5850;2070;81623;12955;3942;8852;161;t24;2021-12-08
œwiêtokrzyskie;622;5.06;7;2;5;1044;667;14671;2704;674;1971;59;t26;2021-12-08
warmiñsko-mazurskie;973;6.85;20;4;16;1799;1010;25691;4042;1036;2963;43;t28;2021-12-08
wielkopolskie;2543;7.26;49;23;26;4414;1974;74722;9134;2675;6273;186;t30;2021-12-08
zachodniopomorskie;1549;9.15;25;2;23;2450;1009;32697;5705;1668;3959;78;t32;2021-12-08
