wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;57;8;65;0.01;0.00;0.02;0;0;0;21;9;0;2208;71;2136;1;t00;2022-06-18
dolnoœl¹skie;7;0;7;0.02;0;0.02;0;0;0;0;0;0;75;7;68;0;t02;2022-06-18
kujawsko-pomorskie;0;1;1;0;0.00;0.00;0;0;0;1;3;0;54;2;52;0;t04;2022-06-18
lubelskie;0;0;0;0;0;0;0;0;0;0;0;0;68;0;68;0;t06;2022-06-18
lubuskie;1;0;1;0.01;0;0.01;0;0;0;0;0;0;28;1;27;0;t08;2022-06-18
³ódzkie;1;0;1;0.00;0;0.00;0;0;0;6;1;0;80;1;79;0;t10;2022-06-18
ma³opolskie;4;3;7;0.01;0.01;0.02;0;0;0;1;0;0;215;8;207;0;t12;2022-06-18
mazowieckie;16;2;18;0.03;0.00;0.03;0;0;0;3;2;0;577;19;558;0;t14;2022-06-18
opolskie;2;0;2;0.02;0;0.02;0;0;0;9;0;0;45;2;43;0;t16;2022-06-18
podkarpackie;2;0;2;0.01;0;0.01;0;0;0;0;1;0;126;2;124;0;t18;2022-06-18
podlaskie;1;0;1;0.01;0;0.01;0;0;0;0;1;0;53;2;51;0;t20;2022-06-18
pomorskie;6;0;6;0.03;0;0.03;0;0;0;0;0;0;126;6;119;1;t22;2022-06-18
œl¹skie;6;2;8;0.01;0.00;0.02;0;0;0;1;0;0;162;10;152;0;t24;2022-06-18
œwiêtokrzyskie;3;0;3;0.02;0;0.02;0;0;0;0;1;0;118;3;115;0;t26;2022-06-18
warmiñsko-mazurskie;1;0;1;0.01;0;0.01;0;0;0;0;0;0;42;1;41;0;t28;2022-06-18
wielkopolskie;1;0;1;0.00;0;0.00;0;0;0;0;0;0;121;1;120;0;t30;2022-06-18
zachodniopomorskie;1;0;1;0.01;0;0.01;0;0;0;0;0;0;85;1;84;0;t32;2022-06-18
