wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;431;124;555;0.11;0.03;0.14;9;2;7;1383;0;0;6543;606;5925;12;t00;2022-11-30
dolnoœl¹skie;40;12;52;0.14;0.04;0.18;1;0;1;91;0;0;361;53;308;0;t02;2022-11-30
kujawsko-pomorskie;19;7;26;0.09;0.03;0.13;2;0;2;92;0;0;298;29;267;2;t04;2022-11-30
lubelskie;30;9;39;0.14;0.04;0.19;2;0;2;103;0;0;583;42;541;0;t06;2022-11-30
lubuskie;12;5;17;0.12;0.05;0.17;1;1;0;36;0;0;142;17;125;0;t08;2022-11-30
³ódzkie;28;12;40;0.11;0.05;0.16;0;0;0;85;0;0;282;41;241;0;t10;2022-11-30
ma³opolskie;41;7;48;0.12;0.02;0.14;0;0;0;110;0;0;474;48;425;1;t12;2022-11-30
mazowieckie;50;27;77;0.09;0.05;0.14;1;0;1;187;0;0;1070;81;987;2;t14;2022-11-30
opolskie;10;3;13;0.10;0.03;0.13;0;0;0;32;0;0;232;15;217;0;t16;2022-11-30
podkarpackie;14;2;16;0.07;0.01;0.08;1;1;0;36;0;0;257;22;235;0;t18;2022-11-30
podlaskie;18;2;20;0.15;0.02;0.17;0;0;0;76;0;0;240;21;219;0;t20;2022-11-30
pomorskie;21;7;28;0.09;0.03;0.12;0;0;0;75;0;0;487;36;451;0;t22;2022-11-30
œl¹skie;54;5;59;0.12;0.01;0.13;0;0;0;195;0;0;610;66;543;1;t24;2022-11-30
œwiêtokrzyskie;12;1;13;0.10;0.01;0.11;0;0;0;45;0;0;232;13;219;0;t26;2022-11-30
warmiñsko-mazurskie;9;7;16;0.06;0.05;0.11;0;0;0;54;0;0;262;19;242;1;t28;2022-11-30
wielkopolskie;29;5;34;0.08;0.01;0.10;1;0;1;80;0;0;421;42;376;3;t30;2022-11-30
zachodniopomorskie;42;13;55;0.25;0.08;0.32;0;0;0;86;0;0;301;58;242;1;t32;2022-11-30
