wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;104;0.03;4;0;4;2102;107;88120;47607;147;47365;95;t00;2021-07-19
dolnoœl¹skie;10;0.03;0;0;0;197;12;7818;3359;21;3328;10;t02;2021-07-19
kujawsko-pomorskie;6;0.03;0;0;0;71;7;2504;2006;9;1990;7;t04;2021-07-19
lubelskie;11;0.05;0;0;0;145;5;5670;2419;13;2400;6;t06;2021-07-19
lubuskie;2;0.02;1;0;1;46;1;2207;1205;2;1200;3;t08;2021-07-19
³ódzkie;8;0.03;0;0;0;274;10;6954;3563;9;3541;13;t10;2021-07-19
ma³opolskie;16;0.05;0;0;0;150;7;5671;3754;23;3724;7;t12;2021-07-19
mazowieckie;11;0.02;0;0;0;376;21;24247;6084;16;6057;11;t14;2021-07-19
opolskie;1;0.01;0;0;0;33;4;2131;938;1;937;0;t16;2021-07-19
podkarpackie;2;0.01;1;0;1;87;3;2991;2631;5;2624;2;t18;2021-07-19
podlaskie;6;0.05;0;0;0;45;2;2024;1191;6;1183;2;t20;2021-07-19
pomorskie;3;0.01;0;0;0;138;6;4642;2744;4;2734;6;t22;2021-07-19
œl¹skie;7;0.02;0;0;0;220;7;6980;5343;11;5322;10;t24;2021-07-19
œwiêtokrzyskie;1;0.01;1;0;1;36;5;1713;1457;2;1453;2;t26;2021-07-19
warmiñsko-mazurskie;3;0.02;0;0;0;56;4;1781;1577;3;1572;2;t28;2021-07-19
wielkopolskie;9;0.03;1;0;1;150;9;7504;3049;11;3033;5;t30;2021-07-19
zachodniopomorskie;4;0.02;0;0;0;76;3;3254;1943;7;1933;3;t32;2021-07-19
