wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;34703;9.05;19;4;15;1718;64773;491194;117174;40423;73310;3441;t00;2022-02-05
dolnoœl¹skie;2844;9.81;0;0;0;87;5167;34708;8042;3321;4365;356;t02;2022-02-05
kujawsko-pomorskie;2483;12.00;0;0;0;115;2503;27029;7377;2949;4253;175;t04;2022-02-05
lubelskie;1540;7.32;0;0;0;174;3542;25576;5412;1812;3534;66;t06;2022-02-05
lubuskie;1289;12.76;0;0;0;17;1081;13264;3748;1491;2114;143;t08;2022-02-05
³ódzkie;2517;10.28;0;0;0;90;4093;33553;8644;3068;5445;131;t10;2022-02-05
ma³opolskie;2076;6.08;1;0;1;40;5295;37096;7568;2381;4909;278;t12;2022-02-05
mazowieckie;4962;9.14;11;4;7;217;9701;71027;19593;5713;13350;530;t14;2022-02-05
opolskie;959;9.78;0;0;0;176;1831;12756;2803;1138;1578;87;t16;2022-02-05
podkarpackie;1044;4.91;0;0;0;77;2905;25481;4124;1207;2852;65;t18;2022-02-05
podlaskie;562;4.78;1;0;1;23;1373;10831;2338;670;1634;34;t20;2022-02-05
pomorskie;2836;12.08;1;0;1;69;4792;36622;10193;3317;6301;575;t22;2022-02-05
œl¹skie;3993;8.86;0;0;0;149;10971;66360;12649;4618;7659;372;t24;2022-02-05
œwiêtokrzyskie;993;8.07;0;0;0;23;1094;11973;3263;1122;2054;87;t26;2022-02-05
warmiñsko-mazurskie;988;6.96;2;0;2;13;2001;13855;3388;1165;2155;68;t28;2022-02-05
wielkopolskie;3934;11.24;0;0;0;189;5584;52351;11103;4511;6242;350;t30;2022-02-05
zachodniopomorskie;1509;8.91;3;0;3;258;2711;18621;5287;1749;3424;114;t32;2022-02-05
