wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;1075;0.28;46;8;38;705;3200;86700;42231;1249;40753;229;t00;2021-05-22
dolnoœl¹skie;74;0.26;4;1;3;33;338;7498;2831;85;2730;16;t02;2021-05-22
kujawsko-pomorskie;53;0.26;1;0;1;41;172;3172;1847;59;1770;18;t04;2021-05-22
lubelskie;50;0.24;0;0;0;31;176;4524;1818;59;1744;15;t06;2021-05-22
lubuskie;17;0.17;0;0;0;16;58;1954;895;23;866;6;t08;2021-05-22
³ódzkie;95;0.39;1;0;1;103;249;7175;2792;117;2657;18;t10;2021-05-22
ma³opolskie;91;0.27;1;1;0;66;246;6073;3563;106;3444;13;t12;2021-05-22
mazowieckie;142;0.26;6;3;3;70;389;19188;6854;160;6663;31;t14;2021-05-22
opolskie;54;0.55;1;0;1;9;92;2573;1009;57;951;1;t16;2021-05-22
podkarpackie;21;0.10;1;1;0;180;72;2243;1910;27;1879;4;t18;2021-05-22
podlaskie;28;0.24;3;0;3;5;64;1833;939;32;905;2;t20;2021-05-22
pomorskie;84;0.36;2;0;2;19;221;5022;3592;104;3467;21;t22;2021-05-22
œl¹skie;130;0.29;12;0;12;19;427;8252;3918;149;3742;27;t24;2021-05-22
œwiêtokrzyskie;33;0.27;2;0;2;8;97;1859;1207;42;1156;9;t26;2021-05-22
warmiñsko-mazurskie;21;0.15;2;0;2;3;98;1853;989;24;962;3;t28;2021-05-22
wielkopolskie;116;0.33;10;2;8;43;291;9213;3195;131;3039;25;t30;2021-05-22
zachodniopomorskie;48;0.28;0;0;0;55;197;4251;1665;56;1595;14;t32;2021-05-22
