wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;5334;1.39;98;21;77;284;5681;137229;34566;5740;28260;566;t00;2021-02-13
dolnoœl¹skie;265;0.91;1;0;1;6;299;7488;1997;283;1689;25;t02;2021-02-13
kujawsko-pomorskie;403;1.95;3;1;2;40;497;9596;2175;461;1652;62;t04;2021-02-13
lubelskie;224;1.06;3;1;2;38;262;5766;1661;238;1408;15;t06;2021-02-13
lubuskie;215;2.13;2;2;0;10;179;4388;884;232;646;6;t08;2021-02-13
³ódzkie;231;0.94;3;2;1;18;343;7830;1982;250;1678;54;t10;2021-02-13
ma³opolskie;212;0.62;2;2;0;6;260;6480;2271;226;2005;40;t12;2021-02-13
mazowieckie;1001;1.84;30;4;26;38;938;27135;5230;1067;4033;130;t14;2021-02-13
opolskie;102;1.04;0;0;0;0;89;2342;906;106;796;4;t16;2021-02-13
podkarpackie;208;0.98;14;1;13;27;187;5784;1435;243;1173;19;t18;2021-02-13
podlaskie;146;1.24;10;1;9;3;204;4669;764;162;598;4;t20;2021-02-13
pomorskie;651;2.77;10;2;8;30;532;13438;3277;679;2537;61;t22;2021-02-13
œl¹skie;502;1.11;2;1;1;19;504;9732;2859;528;2301;30;t24;2021-02-13
œwiêtokrzyskie;98;0.80;1;0;1;0;103;1985;909;104;774;31;t26;2021-02-13
warmiñsko-mazurskie;221;1.56;1;0;1;6;369;10078;904;237;652;15;t28;2021-02-13
wielkopolskie;511;1.46;11;4;7;40;545;13019;2923;543;2345;35;t30;2021-02-13
zachodniopomorskie;214;1.26;5;0;5;3;320;7489;1469;235;1216;18;t32;2021-02-13
