wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;332;27;359;0.09;0.01;0.09;12;3;9;637;33;0;9358;422;8904;32;t00;2022-05-18
dolnoœl¹skie;16;2;18;0.06;0.01;0.06;2;1;1;41;8;0;499;29;466;4;t02;2022-05-18
kujawsko-pomorskie;13;2;15;0.06;0.01;0.07;1;0;1;31;5;0;256;19;236;1;t04;2022-05-18
lubelskie;30;1;31;0.14;0.00;0.15;0;0;0;42;0;0;783;34;749;0;t06;2022-05-18
lubuskie;2;0;2;0.02;0;0.02;0;0;0;10;0;0;143;2;141;0;t08;2022-05-18
³ódzkie;17;0;17;0.07;0;0.07;0;0;0;29;3;0;440;25;410;5;t10;2022-05-18
ma³opolskie;31;2;33;0.09;0.01;0.10;0;0;0;69;2;0;856;38;816;2;t12;2022-05-18
mazowieckie;65;5;70;0.12;0.01;0.13;3;1;2;124;2;0;1860;85;1767;8;t14;2022-05-18
opolskie;9;0;9;0.09;0;0.09;0;0;0;16;1;0;244;10;234;0;t16;2022-05-18
podkarpackie;15;1;16;0.07;0.00;0.08;2;0;2;20;5;0;515;19;495;1;t18;2022-05-18
podlaskie;9;3;12;0.08;0.03;0.10;0;0;0;36;0;0;296;14;282;0;t20;2022-05-18
pomorskie;18;4;22;0.08;0.02;0.09;0;0;0;46;0;0;456;24;432;0;t22;2022-05-18
œl¹skie;42;2;44;0.09;0.00;0.10;1;0;1;71;2;0;798;46;752;0;t24;2022-05-18
œwiêtokrzyskie;10;1;11;0.08;0.01;0.09;0;0;0;21;4;0;279;12;266;1;t26;2022-05-18
warmiñsko-mazurskie;12;2;14;0.08;0.01;0.10;1;0;1;31;0;0;358;14;343;1;t28;2022-05-18
wielkopolskie;18;1;19;0.05;0.00;0.05;1;1;0;30;0;0;492;22;464;6;t30;2022-05-18
zachodniopomorskie;12;1;13;0.07;0.01;0.08;1;0;1;19;1;0;253;15;237;1;t32;2022-05-18
