wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;938;393;1331;0.24;0.10;0.35;3;2;1;1117;0;0;3191;1378;1807;6;t00;2023-11-16
dolnoœl¹skie;51;32;83;0.18;0.11;0.29;0;0;0;60;0;0;179;86;93;0;t02;2023-11-16
kujawsko-pomorskie;64;29;93;0.31;0.14;0.45;0;0;0;89;0;0;198;93;105;0;t04;2023-11-16
lubelskie;95;37;132;0.45;0.18;0.63;0;0;0;103;0;0;246;144;102;0;t06;2023-11-16
lubuskie;25;12;37;0.25;0.12;0.37;0;0;0;37;0;0;74;38;36;0;t08;2023-11-16
³ódzkie;46;16;62;0.19;0.07;0.25;0;0;0;58;0;0;154;63;91;0;t10;2023-11-16
ma³opolskie;54;32;86;0.16;0.09;0.25;0;0;0;96;0;0;182;88;94;0;t12;2023-11-16
mazowieckie;128;55;183;0.24;0.10;0.34;1;1;0;141;0;0;643;186;457;0;t14;2023-11-16
opolskie;39;11;50;0.40;0.11;0.51;1;0;1;27;0;0;111;51;60;0;t16;2023-11-16
podkarpackie;48;10;58;0.23;0.05;0.27;0;0;0;57;0;0;137;60;77;0;t18;2023-11-16
podlaskie;58;24;82;0.49;0.20;0.70;0;0;0;67;0;0;169;82;83;4;t20;2023-11-16
pomorskie;57;23;80;0.24;0.10;0.34;0;0;0;35;0;0;219;82;136;1;t22;2023-11-16
œl¹skie;84;35;119;0.19;0.08;0.26;0;0;0;130;0;0;277;121;156;0;t24;2023-11-16
œwiêtokrzyskie;27;8;35;0.22;0.07;0.28;0;0;0;27;0;0;48;37;11;0;t26;2023-11-16
warmiñsko-mazurskie;48;10;58;0.34;0.07;0.41;1;1;0;63;0;0;118;63;55;0;t28;2023-11-16
wielkopolskie;64;27;91;0.18;0.08;0.26;0;0;0;52;0;0;150;92;58;0;t30;2023-11-16
zachodniopomorskie;34;29;63;0.20;0.17;0.37;0;0;0;73;0;0;158;63;95;0;t32;2023-11-16
