wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;25576;6.67;502;135;367;41127;28967;761786;105963;27522;76854;1587;t00;2021-12-03
dolnoœl¹skie;2070;7.14;18;11;7;2944;2336;58662;7489;2257;5078;154;t02;2021-12-03
kujawsko-pomorskie;1490;7.20;36;3;33;2361;1505;40013;5776;1570;4144;62;t04;2021-12-03
lubelskie;1033;4.91;42;11;31;2085;1675;29009;4961;1126;3790;45;t06;2021-12-03
lubuskie;660;6.53;14;8;6;1267;774;25482;2626;732;1855;39;t08;2021-12-03
³ódzkie;1417;5.79;23;2;21;2446;1637;41878;7163;1574;5543;46;t10;2021-12-03
ma³opolskie;2255;6.61;51;24;27;3747;2379;63321;8191;2413;5592;186;t12;2021-12-03
mazowieckie;4270;7.87;58;17;41;5330;5110;120826;18607;4574;13740;293;t14;2021-12-03
opolskie;833;8.49;22;4;18;1244;864;25109;2608;911;1667;30;t16;2021-12-03
podkarpackie;907;4.27;56;11;45;1673;1201;29153;4512;994;3499;19;t18;2021-12-03
podlaskie;469;3.99;24;1;23;1024;822;17776;2276;518;1730;28;t20;2021-12-03
pomorskie;1407;6.00;32;5;27;2434;1552;50802;6064;1482;4490;92;t22;2021-12-03
œl¹skie;3361;7.46;45;15;30;5800;3500;91609;12122;3577;8345;200;t24;2021-12-03
œwiêtokrzyskie;639;5.19;10;0;10;1020;654;16454;2717;688;1991;38;t26;2021-12-03
warmiñsko-mazurskie;899;6.33;18;6;12;1534;1004;29636;3777;947;2778;52;t28;2021-12-03
wielkopolskie;2308;6.59;28;15;13;3840;2455;84326;8866;2421;6292;153;t30;2021-12-03
zachodniopomorskie;1393;8.23;25;2;23;2322;1371;37581;5361;1555;3667;139;t32;2021-12-03
