wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;29100;7.59;2;1;1;1317;18849;819306;97455;33654;61954;1847;t00;2022-01-23
dolnoœl¹skie;2764;9.54;0;0;0;81;1587;70108;7703;3159;4379;165;t02;2022-01-23
kujawsko-pomorskie;744;3.60;0;0;0;100;749;16219;3207;870;2290;47;t04;2022-01-23
lubelskie;1147;5.45;0;0;0;123;917;42426;4167;1298;2835;34;t06;2022-01-23
lubuskie;469;4.64;0;0;0;9;200;9119;1901;548;1331;22;t08;2022-01-23
³ódzkie;1453;5.93;0;0;0;89;898;55945;5268;1735;3485;48;t10;2022-01-23
ma³opolskie;2868;8.40;0;0;0;98;2524;44955;9166;3276;5665;225;t12;2022-01-23
mazowieckie;5348;9.85;0;0;0;136;3085;164053;18860;6024;12386;450;t14;2022-01-23
opolskie;532;5.42;0;0;0;23;427;23437;1930;639;1269;22;t16;2022-01-23
podkarpackie;1481;6.97;0;0;0;70;1257;56122;4422;1693;2705;24;t18;2022-01-23
podlaskie;376;3.20;0;0;0;16;259;17590;1585;443;1129;13;t20;2022-01-23
pomorskie;2285;9.74;0;0;0;58;1359;72563;7322;2631;4459;232;t22;2022-01-23
œl¹skie;5276;11.70;0;0;0;218;2337;131299;14570;6054;8191;325;t24;2022-01-23
œwiêtokrzyskie;481;3.91;0;0;0;20;430;8943;2085;547;1498;40;t26;2022-01-23
warmiñsko-mazurskie;776;5.46;0;0;0;23;563;26787;2985;1200;1757;28;t28;2022-01-23
wielkopolskie;1694;4.84;0;0;0;81;1531;42391;6476;1923;4477;76;t30;2022-01-23
zachodniopomorskie;1268;7.49;2;1;1;172;655;37258;4205;1467;2653;85;t32;2022-01-23
