wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;24991;6.52;571;148;423;40776;28686;716951;107666;26931;78894;1841;t00;2021-12-09
dolnoœl¹skie;2261;7.80;21;16;5;3160;2241;59529;8331;2464;5737;130;t02;2021-12-09
kujawsko-pomorskie;1393;6.73;20;3;17;2279;1257;37823;5709;1474;4168;67;t04;2021-12-09
lubelskie;668;3.18;37;6;31;1742;1274;23388;4514;734;3727;53;t06;2021-12-09
lubuskie;825;8.17;18;12;6;1223;652;24664;2907;878;1976;53;t08;2021-12-09
³ódzkie;1347;5.50;29;6;23;2507;1670;41449;6587;1476;5042;69;t10;2021-12-09
ma³opolskie;2352;6.89;45;20;25;3525;2572;61228;9578;2486;6777;315;t12;2021-12-09
mazowieckie;3530;6.50;86;40;46;5170;4699;107116;16518;3842;12379;297;t14;2021-12-09
opolskie;870;8.87;10;1;9;1229;644;23116;2748;935;1759;54;t16;2021-12-09
podkarpackie;833;3.92;63;7;56;1419;1080;25892;4648;906;3723;19;t18;2021-12-09
podlaskie;422;3.59;30;2;28;863;662;13664;2292;463;1803;26;t20;2021-12-09
pomorskie;1579;6.73;30;2;28;2513;1811;49145;6554;1675;4817;62;t22;2021-12-09
œl¹skie;3671;8.14;51;11;40;6145;4090;88161;13598;3939;9347;312;t24;2021-12-09
œwiêtokrzyskie;550;4.47;34;1;33;955;638;16445;2558;608;1905;45;t26;2021-12-09
warmiñsko-mazurskie;914;6.43;13;2;11;1638;1033;28046;4022;1010;2967;45;t28;2021-12-09
wielkopolskie;2470;7.06;53;17;36;4045;2769;81761;9236;2594;6456;186;t30;2021-12-09
zachodniopomorskie;1128;6.66;31;2;29;2317;1502;35406;5116;1251;3767;98;t32;2021-12-09
