wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;10099;2.63;114;29;85;471;8511;179565;43898;10916;32305;677;t00;2021-02-27
dolnoœl¹skie;662;2.28;7;6;1;8;532;9940;2942;703;2213;26;t02;2021-02-27
kujawsko-pomorskie;480;2.32;1;0;1;98;551;10912;2233;583;1616;34;t04;2021-02-27
lubelskie;326;1.55;6;1;5;25;328;7401;1649;345;1287;17;t06;2021-02-27
lubuskie;455;4.50;6;4;2;6;278;5752;1503;494;996;13;t08;2021-02-27
³ódzkie;368;1.50;2;1;1;17;454;8979;2024;392;1580;52;t10;2021-02-27
ma³opolskie;738;2.16;1;0;1;30;475;10170;3338;768;2520;50;t12;2021-02-27
mazowieckie;2069;3.81;23;4;19;79;1525;37010;7214;2210;4834;170;t14;2021-02-27
opolskie;139;1.42;0;0;0;2;114;2563;990;143;838;9;t16;2021-02-27
podkarpackie;532;2.50;11;0;11;44;448;9763;1996;561;1406;29;t18;2021-02-27
podlaskie;216;1.84;14;1;13;4;269;5341;926;226;692;8;t20;2021-02-27
pomorskie;943;4.02;1;0;1;28;764;17960;3734;991;2663;80;t22;2021-02-27
œl¹skie;997;2.21;6;1;5;67;847;14717;3734;1093;2584;57;t24;2021-02-27
œwiêtokrzyskie;157;1.28;0;0;0;4;135;2980;1030;195;810;25;t26;2021-02-27
warmiñsko-mazurskie;593;4.17;1;1;0;9;699;13291;1612;620;968;24;t28;2021-02-27
wielkopolskie;934;2.67;24;10;14;34;686;15184;3765;1041;2691;33;t30;2021-02-27
zachodniopomorskie;288;1.70;11;0;11;16;347;7580;1863;333;1506;24;t32;2021-02-27
