wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;13574;3.54;126;25;101;656;11146;227988;49997;14430;34632;935;t00;2021-03-06
dolnoœl¹skie;909;3.14;2;2;0;48;744;13500;2829;955;1835;39;t02;2021-03-06
kujawsko-pomorskie;696;3.36;3;0;3;145;648;12738;2816;799;1973;44;t04;2021-03-06
lubelskie;406;1.93;13;2;11;25;389;8647;1864;428;1401;35;t06;2021-03-06
lubuskie;476;4.71;2;2;0;17;363;7081;1402;503;889;10;t08;2021-03-06
³ódzkie;577;2.36;3;1;2;28;519;12275;3006;620;2333;53;t10;2021-03-06
ma³opolskie;997;2.92;6;5;1;15;625;15300;3603;1045;2498;60;t12;2021-03-06
mazowieckie;2807;5.17;23;4;19;77;2304;46273;9153;2970;5918;265;t14;2021-03-06
opolskie;240;2.45;3;2;1;14;161;3233;1133;248;880;5;t16;2021-03-06
podkarpackie;718;3.38;19;2;17;57;588;13507;2431;768;1631;32;t18;2021-03-06
podlaskie;253;2.15;15;2;13;8;315;6147;860;273;576;11;t20;2021-03-06
pomorskie;1098;4.68;6;0;6;49;1073;21319;3560;1142;2338;80;t22;2021-03-06
œl¹skie;1596;3.54;8;0;8;72;967;21527;4693;1660;2959;74;t24;2021-03-06
œwiêtokrzyskie;263;2.14;2;0;2;9;196;4102;1313;297;944;72;t26;2021-03-06
warmiñsko-mazurskie;706;4.97;1;0;1;8;947;14956;1882;733;1105;44;t28;2021-03-06
wielkopolskie;1198;3.42;15;3;12;72;844;19089;4161;1308;2800;53;t30;2021-03-06
zachodniopomorskie;372;2.20;5;0;5;12;382;8264;1802;408;1357;37;t32;2021-03-06
