wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;34;15;49;0.01;0.00;0.01;0;0;0;72;0;0;711;50;660;1;t00;2023-08-16
dolnoœl¹skie;1;4;5;0.00;0.01;0.02;0;0;0;4;0;0;8;6;2;0;t02;2023-08-16
kujawsko-pomorskie;6;3;9;0.03;0.01;0.04;0;0;0;3;0;0;15;9;6;0;t04;2023-08-16
lubelskie;1;1;2;0.00;0.00;0.01;0;0;0;4;0;0;17;2;15;0;t06;2023-08-16
lubuskie;1;0;1;0.01;0;0.01;0;0;0;2;0;0;4;1;3;0;t08;2023-08-16
³ódzkie;0;0;0;0;0;0;0;0;0;2;0;0;7;0;6;1;t10;2023-08-16
ma³opolskie;5;2;7;0.01;0.01;0.02;0;0;0;14;0;0;19;7;12;0;t12;2023-08-16
mazowieckie;4;0;4;0.01;0;0.01;0;0;0;8;0;0;313;4;309;0;t14;2023-08-16
opolskie;0;0;0;0;0;0;0;0;0;0;0;0;19;0;19;0;t16;2023-08-16
podkarpackie;3;0;3;0.01;0;0.01;0;0;0;4;0;0;12;3;9;0;t18;2023-08-16
podlaskie;3;0;3;0.03;0;0.03;0;0;0;6;0;0;17;3;14;0;t20;2023-08-16
pomorskie;2;1;3;0.01;0.00;0.01;0;0;0;3;0;0;154;3;151;0;t22;2023-08-16
œl¹skie;4;0;4;0.01;0;0.01;0;0;0;9;0;0;25;4;21;0;t24;2023-08-16
œwiêtokrzyskie;2;1;3;0.02;0.01;0.02;0;0;0;3;0;0;4;3;1;0;t26;2023-08-16
warmiñsko-mazurskie;0;0;0;0;0;0;0;0;0;1;0;0;14;0;14;0;t28;2023-08-16
wielkopolskie;2;0;2;0.01;0;0.01;0;0;0;1;0;0;12;2;10;0;t30;2023-08-16
zachodniopomorskie;0;2;2;0;0.01;0.01;0;0;0;8;0;0;12;2;10;0;t32;2023-08-16
