wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;21045;5.49;375;99;276;30072;9288;276477;73332;22391;49555;1386;t00;2021-03-10
dolnoœl¹skie;1502;5.18;35;12;23;2264;455;18422;4843;1639;3138;66;t02;2021-03-10
kujawsko-pomorskie;1314;6.35;32;5;27;1880;668;15741;4615;1464;3043;108;t04;2021-03-10
lubelskie;601;2.86;16;1;15;1104;368;10274;2867;651;2183;33;t06;2021-03-10
lubuskie;632;6.26;21;20;1;915;291;8265;2058;670;1351;37;t08;2021-03-10
³ódzkie;1068;4.36;19;7;12;1752;544;15147;4728;1126;3546;56;t10;2021-03-10
ma³opolskie;1607;4.71;13;10;3;2214;550;19931;4674;1664;2911;99;t12;2021-03-10
mazowieckie;3756;6.92;72;18;54;5404;1623;55141;12988;4039;8576;373;t14;2021-03-10
opolskie;287;2.93;5;0;5;489;117;4074;1288;305;977;6;t16;2021-03-10
podkarpackie;1255;5.90;25;0;25;1469;509;16479;3842;1391;2413;38;t18;2021-03-10
podlaskie;450;3.82;16;0;16;696;300;7396;1585;481;1085;19;t20;2021-03-10
pomorskie;1704;7.26;6;4;2;2328;748;23941;4944;1762;3047;135;t22;2021-03-10
œl¹skie;2597;5.76;26;8;18;3759;849;28275;7768;2703;4946;119;t24;2021-03-10
œwiêtokrzyskie;567;4.61;22;4;18;631;212;5537;2342;628;1624;90;t26;2021-03-10
warmiñsko-mazurskie;999;7.03;23;4;19;1541;995;15662;2761;1025;1665;71;t28;2021-03-10
wielkopolskie;1670;4.77;33;6;27;2581;632;22870;5513;1734;3725;54;t30;2021-03-10
zachodniopomorskie;698;4.12;11;0;11;1031;355;9271;3301;756;2489;56;t32;2021-03-10
