wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;10445;2.72;4;0;4;667;11834;266535;56014;12101;43098;815;t00;2022-01-16
dolnoœl¹skie;658;2.27;0;0;0;37;1063;19799;2942;742;2175;25;t02;2022-01-16
kujawsko-pomorskie;293;1.42;0;0;0;37;617;9221;2307;363;1923;21;t04;2022-01-16
lubelskie;349;1.66;0;0;0;48;486;12266;2338;407;1906;25;t06;2022-01-16
lubuskie;171;1.69;0;0;0;6;248;4547;1173;200;956;17;t08;2022-01-16
³ódzkie;530;2.16;1;0;1;46;670;14777;3198;691;2484;23;t10;2022-01-16
ma³opolskie;1428;4.18;1;0;1;43;1458;26838;6274;1655;4454;165;t12;2022-01-16
mazowieckie;2273;4.19;0;0;0;138;1747;50508;10872;2598;8062;212;t14;2022-01-16
opolskie;249;2.54;0;0;0;7;327;7389;1191;299;876;16;t16;2022-01-16
podkarpackie;613;2.88;0;0;0;40;648;15970;2965;707;2238;20;t18;2022-01-16
podlaskie;121;1.03;1;0;1;10;214;4868;1038;148;883;7;t20;2022-01-16
pomorskie;662;2.82;0;0;0;28;764;21862;3637;752;2835;50;t22;2022-01-16
œl¹skie;1494;3.31;0;0;0;80;1161;34395;7263;1719;5420;124;t24;2022-01-16
œwiêtokrzyskie;202;1.64;0;0;0;4;295;5041;1430;225;1188;17;t26;2022-01-16
warmiñsko-mazurskie;260;1.83;1;0;1;16;418;8678;1309;305;994;10;t28;2022-01-16
wielkopolskie;699;2.00;0;0;0;32;1059;19881;4350;787;3528;35;t30;2022-01-16
zachodniopomorskie;358;2.11;0;0;0;95;604;10424;2161;405;1721;35;t32;2022-01-16
