wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;382;0.10;84;22;62;3620;613;57127;53235;518;52535;182;t00;2021-06-09
dolnoœl¹skie;36;0.12;7;3;4;259;62;4134;3093;46;3039;8;t02;2021-06-09
kujawsko-pomorskie;14;0.07;0;0;0;203;18;1755;2443;21;2413;9;t04;2021-06-09
lubelskie;39;0.19;7;0;7;197;44;2442;2754;50;2689;15;t06;2021-06-09
lubuskie;12;0.12;0;0;0;69;9;1262;1427;13;1411;3;t08;2021-06-09
³ódzkie;34;0.14;10;5;5;391;66;4531;3809;66;3732;11;t10;2021-06-09
ma³opolskie;31;0.09;8;1;7;257;53;3570;3897;43;3833;21;t12;2021-06-09
mazowieckie;41;0.08;13;0;13;529;67;18542;8396;53;8323;20;t14;2021-06-09
opolskie;9;0.09;1;0;1;79;17;1468;1416;13;1397;6;t16;2021-06-09
podkarpackie;11;0.05;3;2;1;179;15;1459;2548;13;2532;3;t18;2021-06-09
podlaskie;14;0.12;2;0;2;61;17;934;1105;17;1086;2;t20;2021-06-09
pomorskie;14;0.06;1;0;1;256;31;2988;3366;22;3321;23;t22;2021-06-09
œl¹skie;44;0.10;11;2;9;414;66;4574;6350;54;6273;23;t24;2021-06-09
œwiêtokrzyskie;15;0.12;4;0;4;94;25;1093;1602;15;1578;9;t26;2021-06-09
warmiñsko-mazurskie;10;0.07;2;0;2;113;20;1041;1376;12;1360;4;t28;2021-06-09
wielkopolskie;43;0.12;14;9;5;330;64;5152;4131;59;4061;11;t30;2021-06-09
zachodniopomorskie;9;0.05;1;0;1;183;38;2167;2121;15;2095;11;t32;2021-06-09
