wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;39;6;45;0.01;0.00;0.01;0;0;0;20;7;0;2158;50;2102;6;t00;2022-06-12
dolnoœl¹skie;0;0;0;0;0;0;0;0;0;1;0;0;49;0;49;0;t02;2022-06-12
kujawsko-pomorskie;0;0;0;0;0;0;0;0;0;0;0;0;33;0;33;0;t04;2022-06-12
lubelskie;0;0;0;0;0;0;0;0;0;2;0;0;78;0;78;0;t06;2022-06-12
lubuskie;1;0;1;0.01;0;0.01;0;0;0;0;4;0;33;1;32;0;t08;2022-06-12
³ódzkie;1;0;1;0.00;0;0.00;0;0;0;11;1;0;96;1;95;0;t10;2022-06-12
ma³opolskie;4;0;4;0.01;0;0.01;0;0;0;2;1;0;208;5;203;0;t12;2022-06-12
mazowieckie;12;1;13;0.02;0.00;0.02;0;0;0;1;0;0;593;15;577;1;t14;2022-06-12
opolskie;1;0;1;0.01;0;0.01;0;0;0;0;0;0;29;1;28;0;t16;2022-06-12
podkarpackie;1;0;1;0.00;0;0.00;0;0;0;0;0;0;175;1;173;1;t18;2022-06-12
podlaskie;0;0;0;0;0;0;0;0;0;0;0;0;28;0;28;0;t20;2022-06-12
pomorskie;1;0;1;0.00;0;0.00;0;0;0;0;0;0;86;1;85;0;t22;2022-06-12
œl¹skie;6;4;10;0.01;0.01;0.02;0;0;0;3;1;0;217;11;206;0;t24;2022-06-12
œwiêtokrzyskie;3;0;3;0.02;0;0.02;0;0;0;0;0;0;110;3;105;2;t26;2022-06-12
warmiñsko-mazurskie;0;0;0;0;0;0;0;0;0;0;0;0;45;0;45;0;t28;2022-06-12
wielkopolskie;1;0;1;0.00;0;0.00;0;0;0;0;0;0;98;1;97;0;t30;2022-06-12
zachodniopomorskie;0;0;0;0;0;0;0;0;0;0;0;0;34;1;32;1;t32;2022-06-12
