wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;2032;0.53;22;11;11;507;6669;114652;36962;2262;34446;254;t00;2021-05-09
dolnoœl¹skie;200;0.69;0;0;0;21;735;10392;2546;217;2317;12;t02;2021-05-09
kujawsko-pomorskie;96;0.46;0;0;0;37;292;5044;1343;103;1230;10;t04;2021-05-09
lubelskie;77;0.37;0;0;0;28;365;6052;1466;84;1377;5;t06;2021-05-09
lubuskie;46;0.46;1;1;0;10;152;2944;893;51;839;3;t08;2021-05-09
³ódzkie;163;0.67;1;0;1;75;479;8332;2309;175;2127;7;t10;2021-05-09
ma³opolskie;135;0.40;2;2;0;38;514;9164;3405;149;3241;15;t12;2021-05-09
mazowieckie;320;0.59;0;0;0;93;787;20236;6459;351;6066;42;t14;2021-05-09
opolskie;73;0.74;1;0;1;13;178;3292;1048;78;964;6;t16;2021-05-09
podkarpackie;54;0.25;0;0;0;17;169;3450;1623;68;1549;6;t18;2021-05-09
podlaskie;48;0.41;0;0;0;4;79;2231;782;63;711;8;t20;2021-05-09
pomorskie;129;0.55;2;0;2;15;385;7127;2746;139;2576;31;t22;2021-05-09
œl¹skie;241;0.53;0;0;0;13;1048;13148;4239;287;3909;43;t24;2021-05-09
œwiêtokrzyskie;48;0.39;0;0;0;9;192;2670;951;56;880;15;t26;2021-05-09
warmiñsko-mazurskie;41;0.29;0;0;0;8;169;2810;980;50;926;4;t28;2021-05-09
wielkopolskie;201;0.57;15;8;7;64;715;12291;2467;221;2227;19;t30;2021-05-09
zachodniopomorskie;140;0.83;0;0;0;62;388;5461;1700;150;1528;22;t32;2021-05-09
