wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;9387;2.45;102;12;90;16711;5419;287770;59181;10068;48701;412;t00;2021-10-28
dolnoœl¹skie;416;1.44;1;0;1;908;220;14809;3628;457;3147;24;t02;2021-10-28
kujawsko-pomorskie;357;1.73;4;0;4;797;204;10739;2755;384;2352;19;t04;2021-10-28
lubelskie;1705;8.11;37;4;33;2463;1185;39771;5859;1791;4029;39;t06;2021-10-28
lubuskie;146;1.45;1;0;1;291;70;5542;1320;159;1156;5;t08;2021-10-28
³ódzkie;561;2.29;5;1;4;984;262;15990;4087;613;3440;34;t10;2021-10-28
ma³opolskie;371;1.09;6;3;3;900;238;13298;3459;406;3019;34;t12;2021-10-28
mazowieckie;2037;3.75;7;2;5;3076;983;67294;10513;2198;8224;91;t14;2021-10-28
opolskie;111;1.13;0;0;0;289;50;4257;1217;139;1072;6;t16;2021-10-28
podkarpackie;378;1.78;6;0;6;696;301;12241;3102;402;2693;7;t18;2021-10-28
podlaskie;761;6.47;5;0;5;1195;554;23530;2571;806;1751;14;t20;2021-10-28
pomorskie;468;1.99;3;1;2;837;238;15816;3382;493;2861;28;t22;2021-10-28
œl¹skie;544;1.21;8;1;7;1234;287;14277;5380;579;4761;40;t24;2021-10-28
œwiêtokrzyskie;136;1.11;2;0;2;276;88;3562;1459;152;1297;10;t26;2021-10-28
warmiñsko-mazurskie;340;2.39;2;0;2;764;158;13572;1943;356;1580;7;t28;2021-10-28
wielkopolskie;480;1.37;11;0;11;986;257;17024;3583;506;3055;22;t30;2021-10-28
zachodniopomorskie;464;2.74;4;0;4;999;300;16001;2815;508;2280;27;t32;2021-10-28
