wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;12146;3.17;372;67;305;18011;2854;161187;61847;12985;48014;848;t00;2021-02-23
dolnoœl¹skie;642;2.21;28;14;14;1097;150;8939;4225;698;3493;34;t02;2021-02-23
kujawsko-pomorskie;741;3.58;33;2;31;1161;239;10149;3623;781;2790;52;t04;2021-02-23
lubelskie;451;2.14;22;2;20;782;98;7226;2944;484;2423;37;t06;2021-02-23
lubuskie;345;3.42;13;9;4;578;105;5200;1771;377;1376;18;t08;2021-02-23
³ódzkie;639;2.61;13;0;13;951;93;8088;4038;685;3286;67;t10;2021-02-23
ma³opolskie;718;2.10;15;8;7;1079;125;8855;4098;759;3281;58;t12;2021-02-23
mazowieckie;1961;3.61;59;12;47;3444;616;33090;8800;2105;6509;186;t14;2021-02-23
opolskie;108;1.10;5;0;5;249;52;2566;1302;119;1176;7;t16;2021-02-23
podkarpackie;656;3.09;19;0;19;856;189;8532;3053;706;2327;20;t18;2021-02-23
podlaskie;449;3.82;20;1;19;609;71;4982;1793;481;1297;15;t20;2021-02-23
pomorskie;1113;4.74;33;2;31;1679;370;15915;3987;1168;2739;80;t22;2021-02-23
œl¹skie;1529;3.39;38;4;34;1778;187;12838;6841;1618;5134;89;t24;2021-02-23
œwiêtokrzyskie;236;1.92;22;1;21;337;60;2562;1972;270;1663;39;t26;2021-02-23
warmiñsko-mazurskie;970;6.83;19;5;14;1213;194;12064;2834;1007;1793;34;t28;2021-02-23
wielkopolskie;962;2.75;18;6;12;1459;157;12774;4803;1027;3717;59;t30;2021-02-23
zachodniopomorskie;412;2.43;15;1;14;729;119;7380;2615;456;2130;29;t32;2021-02-23
