wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;133;35;168;0.03;0.01;0.04;0;0;0;2;0;0;804;184;620;0;t00;2023-12-17
dolnoœl¹skie;1;2;3;0.00;0.01;0.01;0;0;0;0;0;0;3;3;0;0;t02;2023-12-17
kujawsko-pomorskie;7;3;10;0.03;0.01;0.05;0;0;0;0;0;0;17;11;6;0;t04;2023-12-17
lubelskie;6;1;7;0.03;0.00;0.03;0;0;0;0;0;0;21;8;13;0;t06;2023-12-17
lubuskie;2;1;3;0.02;0.01;0.03;0;0;0;0;0;0;27;3;24;0;t08;2023-12-17
³ódzkie;3;1;4;0.01;0.00;0.02;0;0;0;0;0;0;13;4;9;0;t10;2023-12-17
ma³opolskie;9;2;11;0.03;0.01;0.03;0;0;0;0;0;0;32;15;17;0;t12;2023-12-17
mazowieckie;27;7;34;0.05;0.01;0.06;0;0;0;0;0;0;380;36;344;0;t14;2023-12-17
opolskie;6;2;8;0.06;0.02;0.08;0;0;0;0;0;0;30;8;22;0;t16;2023-12-17
podkarpackie;17;3;20;0.08;0.01;0.09;0;0;0;0;0;0;24;21;3;0;t18;2023-12-17
podlaskie;5;1;6;0.04;0.01;0.05;0;0;0;0;0;0;32;8;24;0;t20;2023-12-17
pomorskie;7;0;7;0.03;0;0.03;0;0;0;0;0;0;26;7;19;0;t22;2023-12-17
œl¹skie;15;3;18;0.03;0.01;0.04;0;0;0;2;0;0;88;23;65;0;t24;2023-12-17
œwiêtokrzyskie;2;1;3;0.02;0.01;0.02;0;0;0;0;0;0;14;3;11;0;t26;2023-12-17
warmiñsko-mazurskie;2;0;2;0.01;0;0.01;0;0;0;0;0;0;7;2;5;0;t28;2023-12-17
wielkopolskie;5;4;9;0.01;0.01;0.03;0;0;0;0;0;0;13;9;4;0;t30;2023-12-17
zachodniopomorskie;9;1;10;0.05;0.01;0.06;0;0;0;0;0;0;14;10;4;0;t32;2023-12-17
